path,source_class,has_game_date,has_scores,has_odds,has_derived_signals,missing_canonical_columns,year_coverage,notes
outputs/predictions/PAPER/2026-05-12/p14_det_b/simulation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p14_strategy_simulation/simulation_ledger.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p14_strategy_simulation/simulation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation/joined_oof_with_odds.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation/odds_join_report.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation/simulation_ledger.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation/simulation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation_run2/joined_oof_with_odds.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation_run2/odds_join_report.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation_run2/simulation_ledger.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p15_market_odds_simulation_run2/simulation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy/gate_reason_counts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy/p16_6_policy_risk_profile.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy/p18_policy_applied.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy/recommendation_rows.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy/recommendation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy_run2/gate_reason_counts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy_run2/p16_6_policy_risk_profile.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy_run2/p18_policy_applied.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy_run2/recommendation_rows.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_6_recommendation_gate_p18_policy_run2/recommendation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate/edge_threshold_sweep.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate/gate_reason_counts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate/recommendation_rows.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate/recommendation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate/strategy_risk_profile.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate_run2/edge_threshold_sweep.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate_run2/gate_reason_counts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate_run2/recommendation_rows.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate_run2/recommendation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p16_recommendation_gate_run2/strategy_risk_profile.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger/ledger_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger/paper_recommendation_ledger.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger/paper_recommendation_ledger_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger/settlement_join_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger_run2/ledger_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger_run2/paper_recommendation_ledger.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger_run2/paper_recommendation_ledger_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_paper_recommendation_ledger_run2/settlement_join_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_replay_with_p19_identity/ledger_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_replay_with_p19_identity/paper_recommendation_ledger.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_replay_with_p19_identity/paper_recommendation_ledger_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p17_replay_with_p19_identity/settlement_join_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair/drawdown_diagnostics.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair/selected_strategy_policy.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair/strategy_policy_grid.csv,DERIVED_OUTPUT,False,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair/strategy_policy_grid_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair_run2/drawdown_diagnostics.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair_run2/selected_strategy_policy.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair_run2/strategy_policy_grid.csv,DERIVED_OUTPUT,False,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p18_strategy_policy_risk_repair_run2/strategy_policy_grid_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p19_odds_identity_join_repair/enriched_simulation_ledger.csv,DERIVED_OUTPUT,True,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p19_odds_identity_join_repair/identity_enrichment_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p19_odds_identity_join_repair/identity_field_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p19_odds_identity_join_repair/p19_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p19_odds_identity_join_repair/settlement_join_repair_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p20_daily_paper_orchestrator/artifact_manifest.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p20_daily_paper_orchestrator/daily_paper_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p20_daily_paper_orchestrator/p20_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p20_daily_paper_orchestrator_run2/artifact_manifest.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p20_daily_paper_orchestrator_run2/daily_paper_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p20_daily_paper_orchestrator_run2/p20_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p15_materialized/joined_oof_with_odds.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p15_materialized/p15_materialized_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p15_materialized/simulation_ledger.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p16_6/gate_reason_counts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p16_6/p16_6_policy_risk_profile.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p16_6/p18_policy_applied.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p16_6/recommendation_rows.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p16_6/recommendation_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p17_replay/ledger_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p17_replay/paper_recommendation_ledger.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p17_replay/paper_recommendation_ledger_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p17_replay/settlement_join_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p19/enriched_simulation_ledger.csv,DERIVED_OUTPUT,True,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p19/identity_enrichment_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p19/identity_field_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p19/p19_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p19/settlement_join_repair_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p20/artifact_manifest.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p20/daily_paper_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/2026-05-12/p23_historical_replay/p20/p20_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/__pytest_p8_deep_diag__/bad_source.csv,DERIVED_OUTPUT,True,True,True,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/__pytest_p8_deep_diag__/model_deep_diagnostics_oof.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/__pytest_p8_deep_diag__/model_deep_diagnostics_raw.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/__pytest_p8_deep_diag__/model_join_integrity_audit.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/__pytest_p8_deep_diag__/model_worst_segments.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/__pytest_p8_deep_diag__/oof_model.csv,DERIVED_OUTPUT,True,True,True,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/__pytest_p8_deep_diag__/raw_model.csv,DERIVED_OUTPUT,True,True,True,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run1/backfill_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run1/date_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run1/missing_artifacts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run1/p21_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run2/backfill_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run2/date_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run2/missing_artifacts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_det_run2/p21_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-11_2026-05-12/backfill_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-11_2026-05-12/date_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-11_2026-05-12/missing_artifacts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-11_2026-05-12/p21_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-12_2026-05-12/backfill_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-12_2026-05-12/date_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-12_2026-05-12/missing_artifacts.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p21_multi_day_paper_backfill_2026-05-12_2026-05-12/p21_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run1/date_source_availability.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run1/p15_readiness_plan.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run1/p22_5_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run1/source_candidate_inventory.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run2/date_source_availability.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run2/p15_readiness_plan.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run2/p22_5_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_det_run2/source_candidate_inventory.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/date_source_availability.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/p15_readiness_plan.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/p22_5_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-01/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-01/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-02/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-02/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-03/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-03/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-04/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-04/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-05/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-05/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-06/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-06/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-07/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-07/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-08/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-08/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-09/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-09/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-10/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-10/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-11/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-11/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-12/p15_input_preview.csv,DERIVED_OUTPUT,True,False,False,True,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/previews/2026-05-12/p15_input_preview_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_5_source_artifact_builder_2026-05-01_2026-05-12/source_candidate_inventory.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run1/backfill_execution_plan.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run1/date_availability_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run1/historical_availability_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run1/p22_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run2/backfill_execution_plan.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run2/date_availability_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run2/historical_availability_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_det_run2/p22_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_historical_availability_2026-05-01_2026-05-12/backfill_execution_plan.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_historical_availability_2026-05-01_2026-05-12/date_availability_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_historical_availability_2026-05-01_2026-05-12/historical_availability_summary.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_historical_availability_2026-05-01_2026-05-12/p22_gate_result.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_historical_availability_2026-05-12_2026-05-12/backfill_execution_plan.json,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
outputs/predictions/PAPER/backfill/p22_historical_availability_2026-05-12_2026-05-12/date_availability_results.csv,DERIVED_OUTPUT,False,False,False,False,,,Derived by path pattern or model-generated column signal.
