Date,Start Time (EDT),Away,Away Score,Home,Home Score,Status,Away Starter,Home Starter,O/U,Over,Under,Away ML,Home ML,Home RL Spread,RL Away,RL Home
2025-03-18,6:10 AM,Los Angeles Dodgers,4,Chicago Cubs,1,Final,Yoshinobu Yamamoto,Shota Imanaga,7.5,-115,-105,-150,+125,+1.5,+105,-125
2025-03-19,6:10 AM,Los Angeles Dodgers,6,Chicago Cubs,3,Final,Roki Sasaki,Justin Steele,7.5,-120,100,-150,+125,+1.5,+110,-130
2025-03-27,3:05 PM,Milwaukee Brewers,2,New York Yankees,4,Final,Freddy Peralta,Carlos Rodón,8.0,100,-120,+120,-140,-1.5,-170,+145
2025-03-27,3:07 PM,Baltimore Orioles,12,Toronto Blue Jays,2,Final,Zach Eflin,José Berríos,8.5,100,-120,+100,-120,+1.5,+155,-185
2025-03-27,4:05 PM,Boston Red Sox,5,Texas Rangers,2,Final,Garrett Crochet,Nathan Eovaldi,8.0,-110,-110,-125,+105,+1.5,+140,-165
2025-03-27,4:05 PM,Philadelphia Phillies,7,Washington Nationals,3,Final,Zack Wheeler,MacKenzie Gore,7.0,-125,105,-155,+130,+1.5,+110,-130
2025-03-27,4:10 PM,Cleveland Guardians,7,Kansas City Royals,4,Final,Ben Lively,Cole Ragans,8.5,-115,-105,+150,-180,-1.5,-150,+125
2025-03-27,4:10 PM,New York Mets,1,Houston Astros,3,Final,Clay Holmes,Framber Valdez,7.5,-120,100,-105,-115,-1.5,-210,+175
2025-03-27,4:10 PM,San Francisco Giants,6,Cincinnati Reds,4,Final,Logan Webb,Hunter Greene,7.5,-115,-105,-110,-110,-1.5,-230,+190
2025-03-27,4:10 PM,Atlanta Braves,4,San Diego Padres,7,Final,Chris Sale,Michael King,7.0,105,-125,-125,+105,+1.5,+150,-180
2025-03-27,4:10 PM,Los Angeles Angels,1,Chicago White Sox,8,Final,Yusei Kikuchi,Sean Burke,7.5,-115,-105,-160,+135,+1.5,+100,-120
2025-03-27,4:10 PM,Pittsburgh Pirates,4,Miami Marlins,5,Final,Paul Skenes,Sandy Alcantara,6.5,-115,-105,-150,+125,+1.5,+125,-150
2025-03-27,4:15 PM,Minnesota Twins,3,St. Louis Cardinals,5,Final,Pablo López,Sonny Gray,7.5,-105,-115,-115,-105,+1.5,+150,-180
2025-03-27,7:10 PM,Detroit Tigers,4,Los Angeles Dodgers,5,Final,Tarik Skubal,Blake Snell,6.5,-120,100,+140,-165,-1.5,-155,+130
2025-03-27,10:10 PM,Chicago Cubs,10,Arizona Diamondbacks,6,Final,Justin Steele,Zac Gallen,8.5,-105,-115,+105,-125,-1.5,-180,+150
2025-03-27,10:10 PM,Athletics,2,Seattle Mariners,4,Final,Luis Severino,Logan Gilbert,7.0,-105,-115,+145,-170,-1.5,-155,+130
2025-03-28,4:10 PM,Colorado Rockies,2,Tampa Bay Rays,3,Final,Kyle Freeland,Ryan Pepiot,8.0,-105,-115,+180,-220,-1.5,-115,-105
2025-03-28,7:07 PM,Baltimore Orioles,2,Toronto Blue Jays,8,Final,Charlie Morton,Kevin Gausman,8.5,-115,-105,+105,-125,-1.5,-190,+160
2025-03-28,7:10 PM,Pittsburgh Pirates,4,Miami Marlins,3,Final,Mitch Keller,Connor Gillispie,8.0,-120,100,-135,+115,+1.5,+125,-150
2025-03-28,8:05 PM,Boston Red Sox,1,Texas Rangers,4,Final,Tanner Houck,Jack Leiter,9.0,-105,-115,-115,-105,+1.5,+145,-170
2025-03-28,8:10 PM,New York Mets,3,Houston Astros,1,Final,Tylor Megill,Hunter Brown,8.0,-120,100,-105,-115,-1.5,-200,+165
2025-03-28,9:40 PM,Chicago Cubs,1,Arizona Diamondbacks,8,Final,Jameson Taillon,Merrill Kelly,9.0,-110,-110,+125,-150,-1.5,-165,+140
2025-03-28,9:40 PM,Athletics,7,Seattle Mariners,0,Final,Jeffrey Springs,Luis Castillo,7.0,-110,-110,+120,-140,-1.5,-180,+150
2025-03-28,9:40 PM,Atlanta Braves,3,San Diego Padres,4,Final,Reynaldo López,Dylan Cease,7.0,-120,100,+115,-135,-1.5,-190,+160
2025-03-28,10:10 PM,Detroit Tigers,5,Los Angeles Dodgers,8,Final,Jack Flaherty,Yoshinobu Yamamoto,7.0,-125,105,+180,-220,-1.5,-115,-105
2025-03-29,1:05 PM,Milwaukee Brewers,9,New York Yankees,20,Final,Nestor Cortes,Max Fried,9.0,-110,-110,+140,-165,-1.5,-150,+125
2025-03-29,2:10 PM,Los Angeles Angels,1,Chicago White Sox,0,Final,José Soriano,Jonathan Cannon,8.0,-115,-105,-165,+140,+1.5,+100,-120
2025-03-29,2:15 PM,Minnesota Twins,1,St. Louis Cardinals,5,Final,Joe Ryan,Erick Fedde,7.5,-115,-105,-110,-110,+1.5,+150,-180
2025-03-29,3:07 PM,Baltimore Orioles,9,Toronto Blue Jays,5,Final,Dean Kremer,Max Scherzer,8.5,-115,-105,+100,-120,-1.5,-200,+165
2025-03-29,4:05 PM,Philadelphia Phillies,11,Washington Nationals,6,Final,Jesús Luzardo,Jake Irvin,9.0,-105,-115,-155,+130,+1.5,+110,-130
2025-03-29,4:10 PM,Cleveland Guardians,3,Kansas City Royals,4,Final,Gavin Williams,Seth Lugo,8.5,-125,105,-105,-115,-1.5,-210,+175
2025-03-29,4:10 PM,San Francisco Giants,2,Cincinnati Reds,3,Final,Justin Verlander,Nick Lodolo,8.5,-115,-105,+100,-120,-1.5,-200,+165
2025-03-29,4:10 PM,Colorado Rockies,2,Tampa Bay Rays,1,Final,Antonio Senzatela,Zack Littell,8.5,100,-120,+155,-185,-1.5,-130,+110
2025-03-29,4:10 PM,Pittsburgh Pirates,4,Miami Marlins,5,Final,Bailey Falter,Valente Bellozo,8.5,-120,100,-120,+100,+1.5,+135,-160
2025-03-29,7:05 PM,Boston Red Sox,3,Texas Rangers,4,Final,Walker Buehler,Tyler Mahle,9.0,-105,-115,-105,-115,-1.5,-205,+170
2025-03-29,7:15 PM,New York Mets,1,Houston Astros,2,Final,Griffin Canning,Spencer Arrighetti,8.5,-120,100,+100,-120,-1.5,-200,+165
2025-03-29,7:15 PM,Atlanta Braves,0,San Diego Padres,1,Final,Spencer Schwellenbach,Randy Vásquez,8.0,-105,-115,-155,+130,+1.5,+110,-130
2025-03-29,8:10 PM,Chicago Cubs,4,Arizona Diamondbacks,3,Final,Shota Imanaga,Brandon Pfaadt,9.0,-105,-115,+100,-120,-1.5,-200,+165
2025-03-29,9:10 PM,Detroit Tigers,3,Los Angeles Dodgers,7,Final,Reese Olson,Roki Sasaki,7.5,-105,-115,+165,-200,-1.5,-115,-105
2025-03-29,9:40 PM,Athletics,4,Seattle Mariners,2,Final,Osvaldo Bido,Bryce Miller,7.0,-115,-105,+150,-180,-1.5,-160,+135
2025-03-30,1:35 PM,Philadelphia Phillies,1,Washington Nationals,5,Final,Aaron Nola,Mitchell Parker,9.0,-105,-115,-140,+120,+1.5,+115,-135
2025-03-30,1:35 PM,Milwaukee Brewers,3,New York Yankees,12,Final,Aaron Civale,Marcus Stroman,8.5,-105,-115,+125,-150,-1.5,-170,+145
2025-03-30,1:37 PM,Baltimore Orioles,1,Toronto Blue Jays,3,Final,Tomoyuki Sugano,Chris Bassitt,9.0,100,-120,+115,-135,-1.5,-180,+150
2025-03-30,1:40 PM,San Francisco Giants,6,Cincinnati Reds,3,Final,Robbie Ray,Nick Martinez,8.0,-115,-105,-125,+105,+1.5,+135,-160
2025-03-30,1:40 PM,Colorado Rockies,4,Tampa Bay Rays,6,Final,Ryan Feltner,Taj Bradley,7.5,-115,-105,+155,-185,-1.5,-140,+120
2025-03-30,1:40 PM,Pittsburgh Pirates,2,Miami Marlins,3,Final,Andrew Heaney,Max Meyer,7.5,-115,-105,+105,-125,-1.5,-210,+175
2025-03-30,2:10 PM,Cleveland Guardians,6,Kansas City Royals,2,Final,Tanner Bibee,Michael Wacha,7.0,-115,-105,-105,-115,-1.5,-220,+180
2025-03-30,2:10 PM,Los Angeles Angels,3,Chicago White Sox,2,Final,Jack Kochanowicz,Davis Martin,8.5,-105,-115,-125,+105,+1.5,+130,-155
2025-03-30,2:15 PM,Minnesota Twins,2,St. Louis Cardinals,9,Final,Bailey Ober,Andre Pallante,8.5,100,-120,-110,-110,+1.5,+150,-180
2025-03-30,2:35 PM,Boston Red Sox,2,Texas Rangers,3,Final,Richard Fitts,Jacob deGrom,7.5,100,-120,+135,-160,-1.5,-160,+135
2025-03-30,4:10 PM,Chicago Cubs,6,Arizona Diamondbacks,10,Final,Matthew Boyd,Eduardo Rodriguez,9.0,-105,-115,-110,-110,-1.5,-220,+180
2025-03-30,4:10 PM,Athletics,1,Seattle Mariners,2,Final,JP Sears,Bryan Woo,7.5,105,-125,+150,-180,-1.5,-150,+125
2025-03-30,7:10 PM,Atlanta Braves,0,San Diego Padres,5,Final,AJ Smith-Shawver,Nick Pivetta,8.0,-115,-105,+110,-130,-1.5,-190,+160
2025-03-31,2:10 PM,Minnesota Twins,0,Chicago White Sox,9,Final,Chris Paddack,Martín Pérez,7.0,-120,100,-200,+165,+1.5,-115,-105
2025-03-31,2:10 PM,Kansas City Royals,11,Milwaukee Brewers,1,Final,Kris Bubic,Elvin Rodríguez,8.5,-115,-105,+100,-120,-1.5,-205,+170
2025-03-31,2:35 PM,Boston Red Sox,5,Baltimore Orioles,8,Final,Sean Newcomb,Cade Povich,9.5,-115,-105,+125,-150,-1.5,-160,+135
2025-03-31,3:05 PM,Colorado Rockies,1,Philadelphia Phillies,6,Final,Germán Márquez,Cristopher Sánchez,9.0,-105,-115,+255,-315,-1.5,+125,-150
2025-03-31,6:40 PM,Texas Rangers,3,Cincinnati Reds,14,Final,Kumar Rocker,Brady Singer,8.5,-115,-105,-130,+110,+1.5,+125,-150
2025-03-31,6:40 PM,New York Mets,10,Miami Marlins,4,Final,David Peterson,Cal Quantrill,8.5,-115,-105,-190,+160,+1.5,-115,-105
2025-03-31,7:05 PM,Pittsburgh Pirates,1,Tampa Bay Rays,6,Final,Carmen Mlodzinski,Drew Rasmussen,8.0,-120,100,+150,-180,-1.5,-135,+115
2025-03-31,7:07 PM,Washington Nationals,2,Toronto Blue Jays,5,Final,Michael Soroka,Bowden Francis,8.5,-115,-105,+140,-165,-1.5,-150,+125
2025-03-31,7:45 PM,Los Angeles Angels,5,St. Louis Cardinals,4,Final,Tyler Anderson,Miles Mikolas,8.0,-105,-115,+135,-160,-1.5,-160,+135
2025-03-31,8:10 PM,San Francisco Giants,7,Houston Astros,2,Final,Jordan Hicks,Ronel Blanco,8.0,-105,-115,+110,-130,-1.5,-190,+160
2025-03-31,9:40 PM,Cleveland Guardians,2,San Diego Padres,7,Final,Luis L. Ortiz,Kyle Hart,7.5,-115,-105,+115,-135,-1.5,-185,+155
2025-03-31,9:40 PM,Detroit Tigers,9,Seattle Mariners,6,Final,Jackson Jobe,Emerson Hancock,7.0,-115,-105,+100,-120,-1.5,-210,+175
2025-03-31,10:05 PM,Chicago Cubs,18,Athletics,3,Final,Ben Brown,Joey Estes,8.5,-115,-105,-160,+135,+1.5,+105,-125
2025-03-31,10:10 PM,Atlanta Braves,1,Los Angeles Dodgers,6,Final,Grant Holmes,Tyler Glasnow,8.0,100,-120,+190,-230,-1.5,-105,-115
2025-04-01,6:40 PM,Texas Rangers,1,Cincinnati Reds,0,Final,Nathan Eovaldi,Carson Spiers,8.5,-115,-105,-150,+125,+1.5,+110,-130
2025-04-01,6:40 PM,New York Mets,2,Miami Marlins,4,Final,Kodai Senga,Sandy Alcantara,7.5,-115,-105,-155,+130,+1.5,+115,-135
2025-04-01,7:05 PM,Pittsburgh Pirates,0,Tampa Bay Rays,7,Final,Thomas Harrington,Shane Baz,9.0,-105,-115,+135,-160,-1.5,-150,+125
2025-04-01,7:05 PM,Arizona Diamondbacks,7,New York Yankees,5,Final,Corbin Burnes,Will Warren,8.5,-105,-115,-125,+105,+1.5,+135,-160
2025-04-01,7:07 PM,Washington Nationals,3,Toronto Blue Jays,5,Final,Trevor Williams,José Berríos,8.5,-115,-105,+140,-165,-1.5,-155,+130
2025-04-01,7:40 PM,Minnesota Twins,8,Chicago White Sox,3,Final,Simeon Woods Richardson,Shane Smith,7.5,100,-120,-165,+140,+1.5,+110,-130
2025-04-01,7:40 PM,Kansas City Royals,0,Milwaukee Brewers,5,Final,Michael Lorenzen,Chad Patrick,8.5,-115,-105,+110,-130,-1.5,-205,+170
2025-04-01,7:45 PM,Los Angeles Angels,9,St. Louis Cardinals,7,Final,Kyle Hendricks,Matthew Liberatore,8.0,-110,-110,+115,-135,-1.5,-180,+150
2025-04-01,8:10 PM,San Francisco Giants,3,Houston Astros,1,Final,Logan Webb,Hayden Wesneski,8.0,-115,-105,-135,+115,+1.5,+125,-150
2025-04-01,9:40 PM,Cleveland Guardians,0,San Diego Padres,7,Final,Logan Allen,Michael King,7.5,-105,-115,+145,-170,-1.5,-150,+125
2025-04-01,9:40 PM,Detroit Tigers,4,Seattle Mariners,1,Final,Casey Mize,Logan Gilbert,7.0,105,-125,+150,-180,-1.5,-160,+135
2025-04-01,10:05 PM,Chicago Cubs,7,Athletics,4,Final,Justin Steele,Luis Severino,8.0,-110,-110,-135,+115,+1.5,+125,-150
2025-04-01,10:10 PM,Atlanta Braves,1,Los Angeles Dodgers,3,Final,Chris Sale,Dustin May,7.5,100,-120,+105,-125,-1.5,-185,+155
2025-04-02,12:40 PM,Texas Rangers,1,Cincinnati Reds,0,Final,Jack Leiter,Hunter Greene,8.5,-105,-115,+120,-140,-1.5,-185,+155
2025-04-02,1:10 PM,Pittsburgh Pirates,4,Tampa Bay Rays,2,Final,Paul Skenes,Ryan Pepiot,7.0,-115,-105,-115,-105,+1.5,+150,-180
2025-04-02,1:10 PM,Kansas City Royals,2,Milwaukee Brewers,3,Final,Cole Ragans,Freddy Peralta,7.5,-115,-105,+105,-125,-1.5,-210,+175
2025-04-02,1:15 PM,Los Angeles Angels,5,St. Louis Cardinals,12,Final,Yusei Kikuchi,Sonny Gray,8.5,-115,-105,+125,-150,-1.5,-170,+145
2025-04-02,2:10 PM,Minnesota Twins,6,Chicago White Sox,1,Final,Pablo López,Sean Burke,7.0,-115,-105,-190,+160,+1.5,-110,-110
2025-04-02,3:07 PM,Washington Nationals,2,Toronto Blue Jays,4,Final,MacKenzie Gore,Easton Lucas,8.0,-120,100,-110,-110,+1.5,+155,-185
2025-04-02,3:35 PM,Chicago Cubs,10,Athletics,2,Final,Jameson Taillon,Jeffrey Springs,8.5,-105,-115,+105,-125,-1.5,-210,+175
2025-04-02,4:10 PM,Cleveland Guardians,2,San Diego Padres,5,Final,Ben Lively,Dylan Cease,7.5,-115,-105,+155,-185,-1.5,-135,+115
2025-04-02,4:10 PM,Detroit Tigers,2,Seattle Mariners,3,Final,Tarik Skubal,Luis Castillo,6.5,-105,-115,-125,+105,+1.5,+150,-180
2025-04-02,4:10 PM,San Francisco Giants,6,Houston Astros,3,Final,Landen Roupp,Framber Valdez,7.5,100,-120,+145,-170,-1.5,-150,+125
2025-04-02,4:40 PM,New York Mets,6,Miami Marlins,5,Final,Clay Holmes,Connor Gillispie,8.5,-110,-110,-220,+180,+1.5,-130,+110
2025-04-02,6:35 PM,Boston Red Sox,3,Baltimore Orioles,0,Final,Garrett Crochet,Zach Eflin,7.5,-115,-105,-130,+110,+1.5,+135,-160
2025-04-02,6:45 PM,Colorado Rockies,1,Philadelphia Phillies,5,Final,Kyle Freeland,Zack Wheeler,7.0,-115,-105,+265,-330,-1.5,+115,-135
2025-04-02,7:05 PM,Arizona Diamondbacks,4,New York Yankees,3,Final,Zac Gallen,Carlos Rodón,8.0,100,-120,+125,-150,-1.5,-165,+140
2025-04-02,8:38 PM,Atlanta Braves,5,Los Angeles Dodgers,6,Final,Bryce Elder,Blake Snell,8.0,-120,100,+190,-230,-1.5,+100,-120
2025-04-03,1:05 PM,Boston Red Sox,8,Baltimore Orioles,4,Final,Tanner Houck,Charlie Morton,9.5,-110,-110,+110,-130,-1.5,-190,+160
2025-04-03,1:05 PM,Colorado Rockies,1,Philadelphia Phillies,3,Final,Antonio Senzatela,Taijuan Walker,10.0,-110,-110,+180,-220,-1.5,+100,-120
2025-04-03,4:10 PM,Houston Astros,5,Minnesota Twins,2,Final,Hunter Brown,Joe Ryan,7.0,-115,-105,+120,-140,-1.5,-200,+165
2025-04-03,7:05 PM,Arizona Diamondbacks,7,New York Yankees,9,Final,Merrill Kelly,Carlos Carrasco,9.5,100,-120,+120,-140,-1.5,-170,+145
2025-04-03,7:40 PM,Cincinnati Reds,0,Milwaukee Brewers,1,Final,Nick Lodolo,Nestor Cortes,8.0,-115,-105,+100,-120,-1.5,-210,+175
2025-04-04,1:10 PM,Chicago White Sox,4,Detroit Tigers,7,Final,Jonathan Cannon,Jack Flaherty,7.0,-120,100,+200,-245,-1.5,-110,-110
2025-04-04,2:10 PM,St. Louis Cardinals,9,Boston Red Sox,13,Final,Erick Fedde,Walker Buehler,9.5,-115,-105,+100,-120,-1.5,-200,+165
2025-04-04,2:20 PM,San Diego Padres,1,Chicago Cubs,3,Final,Randy Vásquez,Shota Imanaga,7.0,-110,-110,+145,-170,-1.5,-160,+135
2025-04-04,3:10 PM,Toronto Blue Jays,0,New York Mets,5,Final,Kevin Gausman,Tylor Megill,7.5,-105,-115,+115,-135,-1.5,-190,+160
2025-04-04,4:10 PM,Athletics,6,Colorado Rockies,3,Final,Osvaldo Bido,Ryan Feltner,9.0,-110,-110,-115,-105,+1.5,+140,-165
2025-04-04,4:12 PM,New York Yankees,9,Pittsburgh Pirates,4,Final,Max Fried,Mitch Keller,7.5,-115,-105,-180,+150,+1.5,+100,-120
2025-04-04,4:35 PM,Seattle Mariners,9,San Francisco Giants,10,Final,Luis F. Castillo,Justin Verlander,8.0,-105,-115,+130,-155,-1.5,-165,+140
2025-04-04,6:45 PM,Arizona Diamondbacks,6,Washington Nationals,4,Final,Brandon Pfaadt,Jake Irvin,8.5,-105,-115,-165,+140,+1.5,+105,-125
2025-04-04,6:45 PM,Los Angeles Dodgers,2,Philadelphia Phillies,3,Final,Yoshinobu Yamamoto,Jesús Luzardo,8.0,-110,-110,-135,+115,+1.5,+120,-140
2025-04-04,7:15 PM,Miami Marlins,0,Atlanta Braves,10,Final,Max Meyer,Spencer Schwellenbach,7.5,-120,100,+205,-250,-1.5,-110,-110
2025-04-04,7:40 PM,Baltimore Orioles,2,Kansas City Royals,8,Final,Dean Kremer,Seth Lugo,7.5,-115,-105,-115,-105,+1.5,+150,-180
2025-04-04,8:05 PM,Tampa Bay Rays,2,Texas Rangers,5,Final,Zack Littell,Tyler Mahle,8.5,-110,-110,+115,-135,-1.5,-185,+155
2025-04-04,8:10 PM,Cincinnati Reds,2,Milwaukee Brewers,3,Final,Nick Martinez,Tyler Alexander,8.5,100,-120,+110,-130,-1.5,-200,+165
2025-04-04,9:38 PM,Cleveland Guardians,8,Los Angeles Angels,6,Final,Gavin Williams,José Soriano,8.0,100,-120,-115,-105,+1.5,+145,-170
2025-04-05,1:10 PM,Chicago White Sox,2,Detroit Tigers,7,Final,Davis Martin,Reese Olson,7.5,105,-125,+200,-245,-1.5,-115,-105
2025-04-05,2:10 PM,Houston Astros,1,Minnesota Twins,6,Final,Spencer Arrighetti,Bailey Ober,7.5,-115,-105,+110,-130,-1.5,-205,+170
2025-04-05,2:20 PM,San Diego Padres,1,Chicago Cubs,7,Final,Nick Pivetta,Matthew Boyd,6.5,-120,100,-105,-115,-1.5,-225,+185
2025-04-05,4:05 PM,Arizona Diamondbacks,3,Washington Nationals,4,Final,Eduardo Rodriguez,Mitchell Parker,9.0,-115,-105,-135,+115,+1.5,+125,-150
2025-04-05,4:05 PM,Los Angeles Dodgers,3,Philadelphia Phillies,1,Final,Roki Sasaki,Aaron Nola,8.5,-105,-115,-105,-115,-1.5,-210,+175
2025-04-05,4:05 PM,New York Yankees,10,Pittsburgh Pirates,4,Final,Marcus Stroman,Bailey Falter,9.5,-110,-110,-160,+135,+1.5,-105,-115
2025-04-05,4:10 PM,Baltimore Orioles,8,Kansas City Royals,1,Final,Tomoyuki Sugano,Michael Wacha,8.0,-110,-110,-105,-115,-1.5,-220,+180
2025-04-05,7:05 PM,Tampa Bay Rays,4,Texas Rangers,6,Final,Taj Bradley,Jacob deGrom,7.5,-105,-115,+160,-190,-1.5,-150,+125
2025-04-05,7:10 PM,Toronto Blue Jays,2,New York Mets,3,Final,Chris Bassitt,Griffin Canning,7.5,-115,-105,+115,-135,-1.5,-190,+160
2025-04-05,7:10 PM,Cincinnati Reds,11,Milwaukee Brewers,7,Final,Brady Singer,Elvin Rodríguez,8.0,-115,-105,+110,-130,-1.5,-205,+170
2025-04-05,7:15 PM,Miami Marlins,4,Atlanta Braves,0,Final,Cal Quantrill,AJ Smith-Shawver,8.5,-120,100,+210,-260,-1.5,+110,-130
2025-04-05,8:10 PM,Athletics,7,Colorado Rockies,4,Final,JP Sears,Germán Márquez,9.5,-105,-115,-110,-110,+1.5,+140,-165
2025-04-05,9:05 PM,Seattle Mariners,1,San Francisco Giants,4,Final,Bryce Miller,Robbie Ray,7.5,-105,-115,+100,-120,-1.5,-210,+175
2025-04-05,9:38 PM,Cleveland Guardians,4,Los Angeles Angels,10,Final,Tanner Bibee,Jack Kochanowicz,8.5,-125,105,-150,+125,+1.5,+115,-135
2025-04-06,1:35 PM,Arizona Diamondbacks,4,Washington Nationals,5,Final,Corbin Burnes,Trevor Williams,7.5,-115,-105,-180,+150,+1.5,-105,-115
2025-04-06,1:35 PM,St. Louis Cardinals,4,Boston Red Sox,5,Final,Andre Pallante,Sean Newcomb,9.0,-110,-110,-105,-115,-1.5,-205,+170
2025-04-06,1:35 PM,Los Angeles Dodgers,7,Philadelphia Phillies,8,Final,Tyler Glasnow,Cristopher Sánchez,7.0,-120,100,-130,+110,+1.5,+125,-150
2025-04-06,1:35 PM,New York Yankees,4,Pittsburgh Pirates,5,Final,Will Warren,Andrew Heaney,8.5,-115,-105,-165,+140,+1.5,-110,-110
2025-04-06,1:40 PM,Toronto Blue Jays,1,New York Mets,2,Final,Bowden Francis,David Peterson,7.0,-110,-110,+125,-150,-1.5,-185,+155
2025-04-06,1:40 PM,Chicago White Sox,3,Detroit Tigers,4,Final,Martín Pérez,Jackson Jobe,7.5,-105,-115,+150,-180,-1.5,-140,+120
2025-04-06,2:10 PM,Baltimore Orioles,1,Kansas City Royals,4,Final,Cade Povich,Kris Bubic,8.0,100,-120,-105,-115,+1.5,+155,-185
2025-04-06,2:10 PM,Houston Astros,9,Minnesota Twins,7,Final,Ronel Blanco,Chris Paddack,8.5,-110,-110,-105,-115,-1.5,-220,+180
2025-04-06,2:10 PM,Cincinnati Reds,2,Milwaukee Brewers,8,Final,Carson Spiers,Chad Patrick,8.5,-115,-105,+125,-150,-1.5,-165,+140
2025-04-06,2:20 PM,San Diego Padres,8,Chicago Cubs,7,Final,Kyle Hart,Ben Brown,7.5,100,-120,+125,-150,-1.5,-180,+150
2025-04-06,2:35 PM,Tampa Bay Rays,3,Texas Rangers,4,Final,Drew Rasmussen,Kumar Rocker,8.0,-105,-115,-110,-110,+1.5,+150,-180
2025-04-06,3:10 PM,Athletics,5,Colorado Rockies,12,Final,Joey Estes,Chase Dollander,10.5,-110,-110,+105,-125,-1.5,-190,+160
2025-04-06,4:05 PM,Seattle Mariners,4,San Francisco Giants,5,Final,Bryan Woo,Jordan Hicks,7.5,105,-125,+100,-120,-1.5,-220,+180
2025-04-06,4:07 PM,Cleveland Guardians,2,Los Angeles Angels,6,Final,Luis L. Ortiz,Tyler Anderson,9.5,100,-120,-110,-110,+1.5,+150,-180
2025-04-06,7:10 PM,St. Louis Cardinals,7,Boston Red Sox,18,Final,Miles Mikolas,Hunter Dobbins,9.5,-105,-115,+110,-130,-1.5,-180,+150
2025-04-07,3:10 PM,New York Yankees,2,Detroit Tigers,6,Final,Carlos Rodón,Casey Mize,8.5,-110,-110,-155,+130,+1.5,+105,-125
2025-04-07,6:40 PM,St. Louis Cardinals,4,Pittsburgh Pirates,8,Final,Matthew Liberatore,Carmen Mlodzinski,8.5,-110,-110,-115,-105,+1.5,+145,-170
2025-04-07,6:45 PM,Los Angeles Dodgers,4,Washington Nationals,6,Final,Dustin May,MacKenzie Gore,7.5,-120,100,-185,+155,+1.5,-115,-105
2025-04-07,6:45 PM,Toronto Blue Jays,6,Boston Red Sox,2,Final,José Berríos,Richard Fitts,8.0,-115,-105,+110,-130,-1.5,-180,+150
2025-04-07,7:10 PM,Miami Marlins,0,New York Mets,2,Final,Valente Bellozo,Kodai Senga,7.0,-125,105,+225,-275,-1.5,+105,-125
2025-04-07,7:40 PM,Texas Rangers,0,Chicago Cubs,7,Final,Nathan Eovaldi,Justin Steele,6.0,100,-120,+105,-125,-1.5,-220,+180
2025-04-07,7:40 PM,Minnesota Twins,2,Kansas City Royals,4,Final,Simeon Woods Richardson,Michael Lorenzen,8.0,-110,-110,-105,-115,-1.5,-210,+175
2025-04-07,9:40 PM,Baltimore Orioles,5,Arizona Diamondbacks,1,Final,Zach Eflin,Zac Gallen,8.5,-105,-115,+105,-125,-1.5,-190,+160
2025-04-07,9:40 PM,Houston Astros,3,Seattle Mariners,4,Final,Hayden Wesneski,Logan Gilbert,7.0,-115,-105,+140,-165,-1.5,-165,+140
2025-04-07,9:45 PM,Cincinnati Reds,2,San Francisco Giants,0,Final,Hunter Greene,Logan Webb,6.5,-115,-105,+140,-165,-1.5,-170,+145
2025-04-07,10:05 PM,San Diego Padres,5,Athletics,4,Final,Michael King,Luis Severino,8.5,-105,-115,-155,+130,+1.5,+105,-125
2025-04-08,1:10 PM,New York Yankees,0,Detroit Tigers,5,Final,Carlos Carrasco,Tarik Skubal,7.5,100,-120,+145,-170,-1.5,-150,+125
2025-04-08,4:10 PM,Chicago White Sox,0,Cleveland Guardians,1,Final,Shane Smith,Ben Lively,7.5,100,-120,+165,-200,-1.5,-130,+110
2025-04-08,4:10 PM,Miami Marlins,5,New York Mets,10,Final,Connor Gillispie,Clay Holmes,7.0,-115,-105,+230,-280,-1.5,+100,-120
2025-04-08,6:40 PM,St. Louis Cardinals,5,Pittsburgh Pirates,3,Final,Sonny Gray,Paul Skenes,6.0,-115,-105,+125,-150,-1.5,-200,+165
2025-04-08,6:45 PM,Los Angeles Dodgers,2,Washington Nationals,8,Final,Justin Wrobleski,Brad Lord,8.5,-105,-115,-180,+150,+1.5,-115,-105
2025-04-08,6:45 PM,Toronto Blue Jays,6,Boston Red Sox,1,Final,Easton Lucas,Garrett Crochet,8.0,100,-120,+185,-225,-1.5,-115,-105
2025-04-08,7:05 PM,Los Angeles Angels,4,Tampa Bay Rays,3,Final,Kyle Hendricks,Shane Baz,8.5,-105,-115,+150,-180,-1.5,-140,+120
2025-04-08,7:15 PM,Philadelphia Phillies,5,Atlanta Braves,7,Final,Zack Wheeler,Chris Sale,7.0,100,-120,-105,-115,-1.5,-225,+185
2025-04-08,7:40 PM,Texas Rangers,6,Chicago Cubs,10,Final,Patrick Corbin,Jameson Taillon,8.0,-110,-110,+135,-160,-1.5,-160,+135
2025-04-08,7:40 PM,Minnesota Twins,1,Kansas City Royals,2,Final,Pablo López,Cole Ragans,7.5,100,-120,+100,-120,-1.5,-210,+175
2025-04-08,8:40 PM,Milwaukee Brewers,7,Colorado Rockies,1,Final,Freddy Peralta,Kyle Freeland,9.5,-105,-115,-165,+140,+1.5,-105,-115
2025-04-08,9:40 PM,Baltimore Orioles,3,Arizona Diamondbacks,4,Final,Charlie Morton,Merrill Kelly,9.5,-105,-115,-115,-105,+1.5,+145,-170
