Date,Start Time (EDT),Away,Away Score,Home,Home Score,Status,Away Starter,Home Starter,O/U,Over,Under,Away ML,Home ML,Home RL Spread,RL Away,RL Home
2025-06-24,6:35 PM,Texas Rangers,6,Baltimore Orioles,5,Final,Jacob Latz,Charlie Morton,9.0,-105,-115,+100,-120,-1.5,-185,+155
2025-06-24,6:40 PM,Athletics,4,Detroit Tigers,11,Final,Luis Severino,Tarik Skubal,7.5,-110,-110,+275,-350,-1.5,+130,-155
2025-06-24,6:40 PM,Toronto Blue Jays,10,Cleveland Guardians,6,Final,Eric Lauer,Logan Allen,9.0,-115,-105,-130,+110,+1.5,+125,-150
2025-06-24,7:10 PM,Atlanta Braves,7,New York Mets,4,Final,Spencer Strider,Frankie Montas,9.0,-105,-115,-135,+115,+1.5,+125,-150
2025-06-24,7:10 PM,New York Yankees,4,Cincinnati Reds,5,Final,Carlos Rodón,Chase Burns,9.5,-105,-115,-170,+145,+1.5,+100,-120
2025-06-24,7:40 PM,Tampa Bay Rays,5,Kansas City Royals,1,Final,Taj Bradley,Kris Bubic,8.5,-115,-105,+125,-150,-1.5,-170,+145
2025-06-24,7:40 PM,Seattle Mariners,6,Minnesota Twins,5,Final,Luis Castillo,Chris Paddack,8.5,-115,-105,-110,-110,-1.5,-220,+180
2025-06-24,7:40 PM,Arizona Diamondbacks,4,Chicago White Sox,1,Final,Ryne Nelson,Jordan Leasure,8.5,-110,-110,-120,+100,+1.5,+140,-165
2025-06-24,7:40 PM,Pittsburgh Pirates,3,Milwaukee Brewers,9,Final,Andrew Heaney,Freddy Peralta,7.5,-110,-110,+175,-210,-1.5,-120,+100
2025-06-24,7:45 PM,Chicago Cubs,7,St. Louis Cardinals,8,Final,Jameson Taillon,Michael McGreevy,8.5,-120,100,-115,-105,+1.5,+145,-170
2025-06-24,8:10 PM,Philadelphia Phillies,0,Houston Astros,1,Final,Ranger Suárez,Framber Valdez,7.5,100,-120,+130,-155,-1.5,-170,+145
2025-06-24,8:40 PM,Los Angeles Dodgers,9,Colorado Rockies,7,Final,Jack Dreyer,Germán Márquez,11.5,-120,100,-260,+210,+1.5,-180,+150
2025-06-24,9:38 PM,Boston Red Sox,2,Los Angeles Angels,3,Final,Garrett Crochet,Tyler Anderson,8.0,100,-120,-170,+145,+1.5,+100,-120
2025-06-24,9:40 PM,Washington Nationals,3,San Diego Padres,4,Final,Trevor Williams,Ryan Bergert,8.5,-105,-115,+150,-180,-1.5,-140,+120
2025-06-24,9:45 PM,Miami Marlins,4,San Francisco Giants,2,Final,Cal Quantrill,Justin Verlander,8.0,-105,-115,+150,-180,-1.5,-135,+115
2025-06-25,2:10 PM,Arizona Diamondbacks,3,Chicago White Sox,7,Final,Zac Gallen,Sean Burke,8.0,-110,-110,-150,+125,+1.5,+110,-130
2025-06-25,2:10 PM,Pittsburgh Pirates,2,Milwaukee Brewers,4,Final,Paul Skenes,Jacob Misiorowski,6.5,100,-120,-115,-105,+1.5,+160,-190
2025-06-25,4:07 PM,Boston Red Sox,2,Los Angeles Angels,5,Final,Richard Fitts,Yusei Kikuchi,8.5,-120,100,+110,-130,-1.5,-185,+155
2025-06-25,4:10 PM,Washington Nationals,0,San Diego Padres,1,Final,MacKenzie Gore,Nick Pivetta,7.0,-120,100,+115,-135,-1.5,-190,+160
2025-06-25,6:35 PM,Texas Rangers,7,Baltimore Orioles,0,Final,Jacob deGrom,Brandon Young,8.5,105,-125,-150,+125,+1.5,+110,-130
2025-06-25,6:40 PM,Athletics,3,Detroit Tigers,0,Final,Jacob Lopez,Jack Flaherty,8.5,-120,100,+155,-185,-1.5,-135,+115
2025-06-25,6:40 PM,Toronto Blue Jays,4,Cleveland Guardians,5,Final,Max Scherzer,Gavin Williams,8.0,-105,-115,+105,-125,-1.5,-205,+170
2025-06-25,7:10 PM,Atlanta Braves,3,New York Mets,7,Final,Didier Fuentes,Clay Holmes,9.0,-105,-115,+120,-140,-1.5,-165,+140
2025-06-25,7:10 PM,New York Yankees,7,Cincinnati Reds,1,Final,Max Fried,Brady Singer,9.0,-115,-105,-210,+175,+1.5,-135,+115
2025-06-25,7:40 PM,Tampa Bay Rays,3,Kansas City Royals,0,Final,Drew Rasmussen,Michael Wacha,9.0,-110,-110,-130,+110,+1.5,+125,-150
2025-06-25,7:40 PM,Seattle Mariners,0,Minnesota Twins,2,Final,George Kirby,Joe Ryan,7.5,-105,-115,+100,-120,-1.5,-220,+180
2025-06-25,7:45 PM,Chicago Cubs,8,St. Louis Cardinals,0,Final,Matthew Boyd,Erick Fedde,9.0,100,-120,-160,+135,+1.5,+105,-125
2025-06-25,8:10 PM,Philadelphia Phillies,0,Houston Astros,2,Final,Zack Wheeler,Colton Gordon,7.5,105,-125,-155,+130,+1.5,+115,-135
2025-06-25,8:40 PM,Los Angeles Dodgers,8,Colorado Rockies,1,Final,Yoshinobu Yamamoto,Chase Dollander,11.0,-120,100,-320,+260,+1.5,-220,+180
2025-06-25,9:45 PM,Miami Marlins,8,San Francisco Giants,5,Final,Edward Cabrera,Logan Webb,6.5,-115,-105,+190,-230,-1.5,-110,-110
2025-06-26,1:10 PM,Athletics,0,Detroit Tigers,8,Final,Jeffrey Springs,Dietrich Enns,8.5,-115,-105,+130,-155,-1.5,-165,+140
2025-06-26,1:10 PM,Toronto Blue Jays,6,Cleveland Guardians,0,Final,Kevin Gausman,Tanner Bibee,7.5,-105,-115,+115,-135,-1.5,-200,+165
2025-06-26,1:10 PM,Seattle Mariners,1,Minnesota Twins,10,Final,Emerson Hancock,Simeon Woods Richardson,8.5,-120,100,+115,-135,-1.5,-190,+160
2025-06-26,2:10 PM,Tampa Bay Rays,4,Kansas City Royals,0,Final,Shane Baz,Michael Lorenzen,10.0,-115,-105,-125,+105,+1.5,+125,-150
2025-06-26,2:10 PM,Philadelphia Phillies,1,Houston Astros,2,Final,Cristopher Sánchez,Hunter Brown,7.0,-120,100,+125,-150,-1.5,-190,+160
2025-06-26,2:15 PM,Chicago Cubs,3,St. Louis Cardinals,0,Final,Shota Imanaga,Andre Pallante,9.0,-105,-115,-135,+115,+1.5,+115,-135
2025-06-26,3:10 PM,Los Angeles Dodgers,3,Colorado Rockies,1,Final,Clayton Kershaw,Austin Gomber,12.5,100,-120,-290,+235,+1.5,-200,+165
2025-06-26,3:45 PM,Miami Marlins,12,San Francisco Giants,5,Final,Janson Junk,Hayden Birdsong,7.5,-115,-105,+150,-180,-1.5,-150,+125
2025-06-26,7:10 PM,Atlanta Braves,0,New York Mets,4,Final,Grant Holmes,Griffin Canning,8.5,-105,-115,+100,-120,-1.5,-210,+175
2025-06-27,6:40 PM,New York Mets,1,Pittsburgh Pirates,9,Final,David Peterson,Mitch Keller,8.0,-125,105,-140,+120,+1.5,+120,-140
2025-06-27,7:05 PM,Tampa Bay Rays,8,Baltimore Orioles,22,Final,Ryan Pepiot,Tomoyuki Sugano,8.5,-120,100,-120,+100,+1.5,+130,-155
2025-06-27,7:05 PM,Athletics,0,New York Yankees,3,Final,Mitch Spence,Will Warren,8.5,-110,-110,+220,-270,-1.5,+105,-125
2025-06-27,7:10 PM,San Diego Padres,1,Cincinnati Reds,8,Final,Dylan Cease,Nick Martinez,9.0,-105,-115,-130,+110,+1.5,+120,-140
2025-06-27,7:10 PM,St. Louis Cardinals,5,Cleveland Guardians,0,Final,Sonny Gray,Luis L. Ortiz,8.5,-115,-105,-130,+110,+1.5,+130,-155
2025-06-27,7:10 PM,Toronto Blue Jays,9,Boston Red Sox,0,Final,José Berríos,Brayan Bello,8.5,-115,-105,+105,-125,-1.5,-200,+165
2025-06-27,7:10 PM,Minnesota Twins,4,Detroit Tigers,1,Final,David Festa,Sawyer Gipson-Long,9.0,100,-120,+115,-135,-1.5,-180,+150
2025-06-27,7:15 PM,Philadelphia Phillies,13,Atlanta Braves,0,Final,Tanner Banks,Bryce Elder,9.5,-105,-115,+155,-185,-1.5,-125,+105
2025-06-27,7:40 PM,San Francisco Giants,3,Chicago White Sox,1,Final,Landen Roupp,Aaron Civale,9.0,-120,100,-155,+130,+1.5,+110,-130
2025-06-27,8:05 PM,Seattle Mariners,7,Texas Rangers,6,Final,Logan Gilbert,Nathan Eovaldi,7.0,-110,-110,-120,+100,+1.5,+145,-170
2025-06-27,8:10 PM,Chicago Cubs,4,Houston Astros,7,Final,Cade Horton,Brandon Walter,8.0,-115,-105,+100,-120,-1.5,-205,+170
2025-06-27,8:10 PM,Los Angeles Dodgers,5,Kansas City Royals,4,Final,Dustin May,Noah Cameron,9.5,-115,-105,-165,+140,+1.5,-105,-115
2025-06-27,8:10 PM,Colorado Rockies,6,Milwaukee Brewers,10,Final,Kyle Freeland,Jose Quintana,8.5,-105,-115,+175,-210,-1.5,-115,-105
2025-06-27,9:38 PM,Washington Nationals,15,Los Angeles Angels,9,Final,Jake Irvin,José Soriano,9.0,-105,-115,+145,-170,-1.5,-150,+125
2025-06-27,9:40 PM,Miami Marlins,9,Arizona Diamondbacks,8,Final,Eury Pérez,Merrill Kelly,8.5,100,-120,+145,-170,-1.5,-140,+120
2025-06-28,1:05 PM,Athletics,7,New York Yankees,0,Final,JP Sears,Clarke Schmidt,9.5,100,-120,+240,-300,-1.5,+125,-150
2025-06-28,1:10 PM,Minnesota Twins,5,Detroit Tigers,10,Final,Bailey Ober,Casey Mize,9.0,-115,-105,+135,-160,-1.5,-160,+135
2025-06-28,4:05 PM,New York Mets,2,Pittsburgh Pirates,9,Final,Paul Blackburn,Bailey Falter,9.5,-105,-115,-140,+120,+1.5,+115,-135
2025-06-28,4:05 PM,Tampa Bay Rays,11,Baltimore Orioles,3,Final,Zack Littell,Zach Eflin,9.5,-115,-105,+100,-120,-1.5,-210,+175
2025-06-28,4:05 PM,Seattle Mariners,2,Texas Rangers,3,Final,Bryan Woo,Kumar Rocker,7.5,100,-120,-130,+110,+1.5,+135,-160
2025-06-28,4:10 PM,Los Angeles Dodgers,5,Kansas City Royals,9,Final,Shohei Ohtani,Seth Lugo,9.5,-120,100,-160,+135,+1.5,+100,-120
2025-06-28,4:10 PM,San Diego Padres,6,Cincinnati Reds,4,Final,Randy Vásquez,Andrew Abbott,9.5,-115,-105,+135,-160,-1.5,-155,+130
2025-06-28,4:10 PM,St. Louis Cardinals,9,Cleveland Guardians,6,Final,Miles Mikolas,Slade Cecconi,8.5,-105,-115,+105,-125,-1.5,-205,+170
2025-06-28,4:10 PM,Toronto Blue Jays,1,Boston Red Sox,15,Final,Chris Bassitt,Lucas Giolito,9.0,-110,-110,-125,+105,+1.5,+135,-160
2025-06-28,4:10 PM,San Francisco Giants,0,Chicago White Sox,1,Final,Robbie Ray,Adrian Houser,7.5,-115,-105,-165,+140,+1.5,+100,-120
2025-06-28,4:10 PM,Miami Marlins,8,Arizona Diamondbacks,7,Final,Sandy Alcantara,Brandon Pfaadt,9.0,100,-120,+140,-165,-1.5,-155,+130
2025-06-28,4:10 PM,Colorado Rockies,0,Milwaukee Brewers,5,Final,Antonio Senzatela,Quinn Priester,8.5,-115,-105,+240,-300,-1.5,+125,-150
2025-06-28,7:15 PM,Chicago Cubs,12,Houston Astros,3,Final,Colin Rea,Lance McCullers Jr.,8.5,100,-120,-105,-115,-1.5,-220,+180
2025-06-28,7:15 PM,Philadelphia Phillies,1,Atlanta Braves,6,Final,Jesús Luzardo,Spencer Schwellenbach,7.5,-120,100,+145,-170,-1.5,-150,+125
2025-06-28,9:38 PM,Washington Nationals,2,Los Angeles Angels,8,Final,Michael Soroka,Kyle Hendricks,9.0,-105,-115,+100,-120,-1.5,-200,+165
2025-06-29,12:05 PM,St. Louis Cardinals,7,Cleveland Guardians,0,Final,Matthew Liberatore,Logan Allen,8.0,-115,-105,-115,-105,+1.5,+145,-170
2025-06-29,1:35 PM,New York Mets,1,Pittsburgh Pirates,12,Final,Frankie Montas,Mike Burrows,9.0,-115,-105,-150,+125,+1.5,+110,-130
2025-06-29,1:35 PM,Tampa Bay Rays,1,Baltimore Orioles,5,Final,Taj Bradley,Dean Kremer,9.5,100,-120,+100,-120,-1.5,-200,+165
2025-06-29,1:35 PM,Toronto Blue Jays,5,Boston Red Sox,3,Final,Eric Lauer,Walker Buehler,9.5,-115,-105,-110,-110,+1.5,+145,-170
2025-06-29,1:35 PM,Philadelphia Phillies,2,Atlanta Braves,1,Final,Ranger Suárez,Spencer Strider,8.0,-115,-105,+140,-165,-1.5,-160,+135
2025-06-29,1:35 PM,Athletics,5,New York Yankees,12,Final,Luis Severino,Marcus Stroman,10.5,-115,-105,+180,-220,-1.5,-110,-110
2025-06-29,1:40 PM,San Diego Padres,2,Cincinnati Reds,3,Final,Stephen Kolek,Nick Lodolo,9.0,-120,100,+115,-135,-1.5,-180,+150
2025-06-29,2:10 PM,Chicago Cubs,0,Houston Astros,2,Final,Jameson Taillon,Framber Valdez,7.5,-115,-105,+110,-130,-1.5,-200,+165
2025-06-29,2:10 PM,Los Angeles Dodgers,5,Kansas City Royals,1,Final,Lou Trivino,Kris Bubic,9.0,-115,-105,-120,+100,+1.5,+130,-155
2025-06-29,2:10 PM,San Francisco Giants,2,Chicago White Sox,5,Final,Justin Verlander,Jonathan Cannon,8.5,-120,100,-155,+130,+1.5,+105,-125
2025-06-29,2:10 PM,Colorado Rockies,4,Milwaukee Brewers,3,Final,Germán Márquez,Chad Patrick,8.5,-115,-105,+210,-260,-1.5,+100,-120
2025-06-29,2:35 PM,Seattle Mariners,6,Texas Rangers,4,Final,Luis Castillo,Jack Leiter,8.5,-105,-115,-120,+100,+1.5,+140,-165
2025-06-29,4:07 PM,Washington Nationals,7,Los Angeles Angels,4,Final,Mitchell Parker,Jack Kochanowicz,10.0,-105,-115,+110,-130,-1.5,-185,+155
2025-06-29,4:10 PM,Miami Marlins,6,Arizona Diamondbacks,4,Final,Cal Quantrill,Eduardo Rodriguez,9.0,105,-125,+155,-185,-1.5,-130,+110
2025-06-29,7:10 PM,Minnesota Twins,0,Detroit Tigers,3,Final,Chris Paddack,Tarik Skubal,7.5,-105,-115,+245,-305,-1.5,+115,-135
2025-06-30,6:35 PM,San Diego Padres,0,Philadelphia Phillies,4,Final,Matt Waldron,Zack Wheeler,9.0,105,-125,+210,-260,-1.5,+110,-130
2025-06-30,6:40 PM,St. Louis Cardinals,0,Pittsburgh Pirates,7,Final,Erick Fedde,Andrew Heaney,8.5,-120,100,-105,-115,-1.5,-210,+175
2025-06-30,7:07 PM,New York Yankees,4,Toronto Blue Jays,5,Final,Carlos Rodón,Max Scherzer,8.5,-110,-110,-140,+120,+1.5,+125,-150
2025-06-30,7:10 PM,Cincinnati Reds,6,Boston Red Sox,13,Final,Chase Burns,Garrett Crochet,7.5,-120,100,+145,-170,-1.5,-140,+120
2025-06-30,7:35 PM,Athletics,6,Tampa Bay Rays,4,Final,Jacob Lopez,Drew Rasmussen,8.0,-120,100,+155,-185,-1.5,-135,+115
2025-06-30,8:05 PM,Baltimore Orioles,10,Texas Rangers,6,Final,Trevor Rogers,Patrick Corbin,8.0,-115,-105,-110,-110,+1.5,+150,-180
2025-06-30,9:40 PM,Kansas City Royals,2,Seattle Mariners,6,Final,Michael Wacha,George Kirby,7.0,-115,-105,+135,-160,-1.5,-155,+130
2025-06-30,9:40 PM,San Francisco Giants,2,Arizona Diamondbacks,4,Final,Logan Webb,Ryne Nelson,8.0,-115,-105,-150,+125,+1.5,+115,-135
2025-07-01,3:07 PM,New York Yankees,5,Toronto Blue Jays,12,Final,Max Fried,Kevin Gausman,7.5,-105,-115,-165,+140,+1.5,+100,-120
2025-07-01,6:40 PM,St. Louis Cardinals,0,Pittsburgh Pirates,1,Final,Andre Pallante,Paul Skenes,7.0,-115,-105,+130,-155,-1.5,-165,+140
2025-07-01,6:40 PM,Minnesota Twins,0,Miami Marlins,2,Final,Joe Ryan,Edward Cabrera,7.5,-105,-115,-140,+120,+1.5,+125,-150
2025-07-01,7:05 PM,Athletics,4,Tampa Bay Rays,3,Final,Jeffrey Springs,Shane Baz,9.0,-105,-115,+145,-170,-1.5,-140,+120
2025-07-01,7:10 PM,Cincinnati Reds,3,Boston Red Sox,5,Final,Brady Singer,Richard Fitts,10.0,-115,-105,+100,-120,-1.5,-200,+165
2025-07-01,7:15 PM,Los Angeles Angels,4,Atlanta Braves,0,Final,Tyler Anderson,Grant Holmes,9.5,-105,-115,+175,-210,-1.5,-115,-105
2025-07-01,8:05 PM,Cleveland Guardians,2,Chicago Cubs,5,Final,Gavin Williams,Matthew Boyd,8.5,-105,-115,+165,-200,-1.5,-125,+105
2025-07-01,8:05 PM,Baltimore Orioles,2,Texas Rangers,10,Final,Brandon Young,Jacob deGrom,7.5,-115,-105,+160,-190,-1.5,-130,+110
2025-07-01,8:40 PM,Houston Astros,6,Colorado Rockies,5,Final,Colton Gordon,Chase Dollander,11.5,-110,-110,-140,+120,+1.5,+100,-120
2025-07-01,9:40 PM,Kansas City Royals,6,Seattle Mariners,3,Final,Michael Lorenzen,Emerson Hancock,8.0,-115,-105,+115,-135,-1.5,-180,+150
2025-07-01,9:40 PM,San Francisco Giants,2,Arizona Diamondbacks,8,Final,Hayden Birdsong,Zac Gallen,9.0,-120,100,+110,-130,-1.5,-190,+160
2025-07-01,10:10 PM,Chicago White Sox,1,Los Angeles Dodgers,6,Final,Shane Smith,Yoshinobu Yamamoto,8.5,-115,-105,+275,-350,-1.5,+135,-160
2025-07-02,12:10 PM,Athletics,5,Tampa Bay Rays,6,Final,Mitch Spence,Ryan Pepiot,9.0,100,-120,+165,-200,-1.5,-115,-105
2025-07-02,12:35 PM,St. Louis Cardinals,0,Pittsburgh Pirates,5,Final,Sonny Gray,Mitch Keller,7.5,-115,-105,-130,+110,+1.5,+135,-160
2025-07-02,1:05 PM,Detroit Tigers,11,Washington Nationals,2,Final,Tyler Holton,Trevor Williams,9.0,-110,-110,-155,+130,+1.5,+105,-125
2025-07-02,1:05 PM,San Diego Padres,6,Philadelphia Phillies,4,Final,Nick Pivetta,Mick Abel,9.0,-110,-110,-115,-105,+1.5,+140,-165
2025-07-02,1:10 PM,Milwaukee Brewers,7,New York Mets,2,Final,Freddy Peralta,Clay Holmes,8.0,-110,-110,+100,-120,-1.5,-200,+165
2025-07-02,6:15 PM,San Diego Padres,1,Philadelphia Phillies,5,Final,Dylan Cease,Cristopher Sánchez,7.5,-110,-110,+125,-150,-1.5,-180,+150
2025-07-02,6:40 PM,Minnesota Twins,2,Miami Marlins,1,Final,Simeon Woods Richardson,Janson Junk,8.5,-115,-105,-120,+100,+1.5,+140,-165
2025-07-02,6:45 PM,Detroit Tigers,4,Washington Nationals,9,Final,Jack Flaherty,MacKenzie Gore,8.0,-120,100,-105,-115,+1.5,+160,-190
2025-07-02,7:07 PM,New York Yankees,9,Toronto Blue Jays,11,Final,Will Warren,José Berríos,8.5,-115,-105,-135,+115,+1.5,+125,-150
2025-07-02,7:10 PM,Milwaukee Brewers,3,New York Mets,7,Final,Jacob Misiorowski,Huascar Brazobán,8.5,100,-120,-120,+100,+1.5,+145,-170
2025-07-02,7:10 PM,Cincinnati Reds,8,Boston Red Sox,4,Final,Nick Martinez,Brennan Bernardino,9.5,-110,-110,+110,-130,-1.5,-180,+150
2025-07-02,7:15 PM,Los Angeles Angels,3,Atlanta Braves,8,Final,Yusei Kikuchi,Didier Fuentes,9.5,-105,-115,+125,-150,-1.5,-165,+140
2025-07-02,8:05 PM,Cleveland Guardians,4,Chicago Cubs,5,Final,Tanner Bibee,Shota Imanaga,8.5,-105,-115,+140,-165,-1.5,-155,+130
2025-07-02,8:05 PM,Baltimore Orioles,0,Texas Rangers,6,Final,Tomoyuki Sugano,Nathan Eovaldi,8.0,-115,-105,+135,-160,-1.5,-155,+130
2025-07-02,8:40 PM,Houston Astros,5,Colorado Rockies,3,Final,Hunter Brown,Austin Gomber,11.0,-115,-105,-280,+230,+1.5,-180,+150
2025-07-02,9:40 PM,Kansas City Royals,2,Seattle Mariners,3,Final,Noah Cameron,Logan Gilbert,7.0,-105,-115,+140,-165,-1.5,-160,+135
2025-07-02,9:40 PM,San Francisco Giants,6,Arizona Diamondbacks,5,Final,Landen Roupp,Merrill Kelly,8.5,-105,-115,+120,-140,-1.5,-170,+145
2025-07-02,10:10 PM,Chicago White Sox,4,Los Angeles Dodgers,5,Final,Brandon Eisert,Clayton Kershaw,9.5,100,-120,+280,-360,-1.5,+150,-180
2025-07-03,12:10 PM,Minnesota Twins,1,Miami Marlins,4,Final,David Festa,Eury Pérez,8.0,-105,-115,-110,-110,+1.5,+145,-170
2025-07-03,3:10 PM,Houston Astros,6,Colorado Rockies,7,Final,Brandon Walter,Kyle Freeland,11.0,-120,100,-194,+160,+1.5,-132,+110
2025-07-03,6:45 PM,Detroit Tigers,7,Washington Nationals,11,Final,Dietrich Enns,Jake Irvin,9.5,-120,100,-135,+115,+1.5,+120,-140
2025-07-03,7:07 PM,New York Yankees,5,Toronto Blue Jays,8,Final,Clarke Schmidt,Chris Bassitt,8.5,-105,-115,-135,+115,+1.5,+125,-150
2025-07-03,7:10 PM,Milwaukee Brewers,2,New York Mets,3,Final,Jose Quintana,David Peterson,8.0,-110,-110,+135,-160,-1.5,-150,+125
2025-07-03,7:15 PM,Los Angeles Angels,5,Atlanta Braves,1,Final,José Soriano,Bryce Elder,9.0,-120,100,+130,-155,-1.5,-160,+135
2025-07-03,8:05 PM,Cleveland Guardians,0,Chicago Cubs,1,Final,Joey Cantillo,Cade Horton,8.5,-105,-115,+115,-135,-1.5,-185,+155
2025-07-03,9:40 PM,San Francisco Giants,7,Arizona Diamondbacks,2,Final,Robbie Ray,Brandon Pfaadt,8.5,-110,-110,-120,+100,+1.5,+140,-165
2025-07-03,10:10 PM,Kansas City Royals,3,Seattle Mariners,2,Final,Seth Lugo,Logan Evans,7.5,100,-120,+110,-130,-1.5,-205,+170
2025-07-03,10:10 PM,Chicago White Sox,2,Los Angeles Dodgers,6,Final,Aaron Civale,Dustin May,9.0,-115,-105,+220,-270,-1.5,+105,-125
2025-07-04,11:05 AM,Boston Red Sox,11,Washington Nationals,2,Final,Lucas Giolito,Michael Soroka,8.0,-120,100,-115,-105,+1.5,+145,-170
2025-07-04,1:05 PM,Cincinnati Reds,9,Philadelphia Phillies,6,Final,Andrew Abbott,Jesús Luzardo,8.0,-115,-105,+135,-160,-1.5,-155,+130
2025-07-04,2:20 PM,St. Louis Cardinals,3,Chicago Cubs,11,Final,Miles Mikolas,Colin Rea,9.5,-105,-115,+130,-155,-1.5,-155,+130
2025-07-04,3:10 PM,New York Yankees,5,New York Mets,6,Final,Marcus Stroman,Justin Hagenman,9.5,-115,-105,-105,-115,-1.5,-200,+165
2025-07-04,4:10 PM,Pittsburgh Pirates,0,Seattle Mariners,6,Final,Bailey Falter,Bryan Woo,7.0,-120,100,+155,-185,-1.5,-155,+130
2025-07-04,4:10 PM,Tampa Bay Rays,3,Minnesota Twins,4,Final,Zack Littell,Chris Paddack,10.0,-115,-105,-105,-115,-1.5,-205,+170
2025-07-04,6:40 PM,Texas Rangers,2,San Diego Padres,3,Final,Kumar Rocker,Randy Vásquez,8.5,-105,-115,-110,-110,+1.5,+150,-180
2025-07-04,7:07 PM,Los Angeles Angels,3,Toronto Blue Jays,4,Final,Kyle Hendricks,Eric Lauer,9.0,-115,-105,+125,-150,-1.5,-160,+135
2025-07-04,7:10 PM,Detroit Tigers,2,Cleveland Guardians,1,Final,Reese Olson,Slade Cecconi,8.0,-120,100,-125,+105,+1.5,+135,-160
2025-07-04,7:10 PM,Milwaukee Brewers,6,Miami Marlins,5,Final,Quinn Priester,Sandy Alcantara,7.5,-115,-105,-135,+115,+1.5,+135,-160
2025-07-04,7:15 PM,Baltimore Orioles,3,Atlanta Braves,2,Final,Charlie Morton,Spencer Strider,8.5,-120,100,+150,-180,-1.5,-135,+115
2025-07-04,8:10 PM,Chicago White Sox,3,Colorado Rockies,2,Final,Adrian Houser,Antonio Senzatela,11.0,-115,-105,-120,+100,+1.5,+125,-150
2025-07-04,9:10 PM,Houston Astros,18,Los Angeles Dodgers,1,Final,Lance McCullers Jr.,Ben Casparius,9.0,-110,-110,+155,-185,-1.5,-130,+110
2025-07-04,9:40 PM,Kansas City Royals,9,Arizona Diamondbacks,3,Final,Kris Bubic,Eduardo Rodriguez,8.5,-105,-115,-105,-115,-1.5,-220,+180
2025-07-04,10:05 PM,San Francisco Giants,2,Athletics,11,Final,Justin Verlander,JP Sears,10.0,-115,-105,-110,-110,+1.5,+140,-165
2025-07-05,2:10 PM,Tampa Bay Rays,5,Minnesota Twins,6,Final,Taj Bradley,Cole Sands,9.5,-110,-110,+100,-120,-1.5,-190,+160
2025-07-05,2:20 PM,St. Louis Cardinals,8,Chicago Cubs,6,Final,Matthew Liberatore,Drew Pomeranz,11.5,-105,-115,+140,-165,-1.5,-140,+120
2025-07-05,3:07 PM,Los Angeles Angels,3,Toronto Blue Jays,4,Final,Jack Kochanowicz,Max Scherzer,9.5,100,-120,+180,-220,-1.5,-115,-105
2025-07-05,4:05 PM,Boston Red Sox,10,Washington Nationals,3,Final,Walker Buehler,Mitchell Parker,10.0,100,-120,-120,+100,+1.5,+140,-165
2025-07-05,4:05 PM,Cincinnati Reds,1,Philadelphia Phillies,5,Final,Nick Lodolo,Ranger Suárez,9.0,100,-120,+165,-200,-1.5,-125,+105
2025-07-05,4:10 PM,Kansas City Royals,1,Arizona Diamondbacks,7,Final,Michael Wacha,Ryne Nelson,9.0,-110,-110,+110,-130,-1.5,-185,+155
2025-07-05,4:10 PM,Baltimore Orioles,9,Atlanta Braves,6,Final,Dean Kremer,Aaron Bummer,9.0,-105,-115,+130,-155,-1.5,-165,+140
2025-07-05,4:10 PM,New York Yankees,6,New York Mets,12,Final,Carlos Rodón,Frankie Montas,9.5,-105,-115,-150,+125,+1.5,+115,-135
2025-07-05,4:10 PM,Milwaukee Brewers,2,Miami Marlins,4,Final,Chad Patrick,Cal Quantrill,8.5,-105,-115,-150,+125,+1.5,+110,-130
2025-07-05,7:15 PM,Detroit Tigers,1,Cleveland Guardians,0,Final,Casey Mize,Logan Allen,9.0,-110,-110,-135,+115,+1.5,+120,-140
2025-07-05,7:15 PM,Houston Astros,6,Los Angeles Dodgers,4,Final,Framber Valdez,Shohei Ohtani,8.5,-115,-105,+125,-150,-1.5,-170,+145
2025-07-05,9:10 PM,Chicago White Sox,10,Colorado Rockies,3,Final,Jonathan Cannon,Germán Márquez,11.0,-110,-110,+125,-150,-1.5,-165,+140
2025-07-05,9:40 PM,Texas Rangers,7,San Diego Padres,4,Final,Patrick Corbin,Stephen Kolek,8.0,-115,-105,+100,-120,-1.5,-205,+170
2025-07-05,10:05 PM,San Francisco Giants,7,Athletics,2,Final,Logan Webb,Luis Severino,9.0,-120,100,-185,+155,+1.5,-125,+105
2025-07-05,10:10 PM,Pittsburgh Pirates,0,Seattle Mariners,1,Final,Mike Burrows,Luis Castillo,7.0,-120,100,+145,-170,-1.5,-160,+135
2025-07-06,11:35 AM,Baltimore Orioles,2,Atlanta Braves,1,Final,Trevor Rogers,Grant Holmes,8.5,-115,-105,+130,-155,-1.5,-160,+135
2025-07-06,1:35 PM,Boston Red Sox,6,Washington Nationals,4,Final,Garrett Crochet,Shinnosuke Ogasawara,8.0,-120,100,-245,+200,+1.5,-140,+120
2025-07-06,1:35 PM,Cincinnati Reds,1,Philadelphia Phillies,3,Final,Chase Burns,Zack Wheeler,9.0,-115,-105,+195,-240,-1.5,-105,-115
2025-07-06,1:37 PM,Los Angeles Angels,2,Toronto Blue Jays,3,Final,Tyler Anderson,Kevin Gausman,9.0,-110,-110,+160,-190,-1.5,-125,+105
