date,away_team,home_team,away_score,home_score,away_starter,home_starter,home_win,source_file,source_type,is_verified_real
2024-03-20,Los Angeles Dodgers,San Diego Padres,5,2,Tyler Glasnow,Yu Darvish,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-21,San Diego Padres,Los Angeles Dodgers,15,11,Joe Musgrove,Yoshinobu Yamamoto,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Colorado Rockies,Arizona Diamondbacks,1,16,Kyle Freeland,Zac Gallen,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Washington Nationals,Cincinnati Reds,2,8,Josiah Gray,Frankie Montas,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,St. Louis Cardinals,Los Angeles Dodgers,1,7,Miles Mikolas,Tyler Glasnow,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Pittsburgh Pirates,Miami Marlins,6,5,Mitch Keller,Jesus Luzardo,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,San Francisco Giants,San Diego Padres,4,6,Logan Webb,Yu Darvish,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Los Angeles Angels,Baltimore Orioles,3,11,Patrick Sandoval,Corbin Burnes,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Detroit Tigers,Chicago White Sox,1,0,Tarik Skubal,Garrett Crochet,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,New York Yankees,Houston Astros,5,4,Nestor Cortes,Framber Valdez,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Minnesota Twins,Kansas City Royals,4,1,Pablo Lopez,Cole Ragans,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Cleveland Guardians,Athletics,8,0,Shane Bieber,Alex Wood,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Boston Red Sox,Seattle Mariners,6,4,Brayan Bello,Luis Castillo,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Toronto Blue Jays,Tampa Bay Rays,8,2,Jose Berrios,Zach Eflin,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-28,Chicago Cubs,Texas Rangers,3,4,Justin Steele,Nathan Eovaldi,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,Colorado Rockies,Arizona Diamondbacks,3,7,Cal Quantrill,Merrill Kelly,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,St. Louis Cardinals,Los Angeles Dodgers,3,6,Zack Thompson,Bobby Miller,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,Pittsburgh Pirates,Miami Marlins,7,2,Martin Perez,A.J. Puk,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,Milwaukee Brewers,New York Mets,3,1,Freddy Peralta,Jose Quintana,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,Atlanta Braves,Philadelphia Phillies,9,3,Spencer Strider,Zack Wheeler,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,San Francisco Giants,San Diego Padres,8,3,Kyle Harrison,Joe Musgrove,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,New York Yankees,Houston Astros,7,1,Carlos Rodon,Cristian Javier,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,Cleveland Guardians,Athletics,6,4,Logan Allen,Ross Stripling,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,Boston Red Sox,Seattle Mariners,0,1,Nick Pivetta,George Kirby,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-29,Toronto Blue Jays,Tampa Bay Rays,2,8,Chris Bassitt,Aaron Civale,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Colorado Rockies,Arizona Diamondbacks,9,4,Austin Gomber,Tommy Henry,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Washington Nationals,Cincinnati Reds,7,6,Patrick Corbin,Hunter Greene,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,St. Louis Cardinals,Los Angeles Dodgers,6,5,Lance Lynn,Yoshinobu Yamamoto,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Pittsburgh Pirates,Miami Marlins,9,3,Jared Jones,Ryan Weathers,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Milwaukee Brewers,New York Mets,7,6,DL Hall,Luis Severino,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Atlanta Braves,Philadelphia Phillies,12,4,Max Fried,Aaron Nola,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,San Francisco Giants,San Diego Padres,9,6,Jordan Hicks,Dylan Cease,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Los Angeles Angels,Baltimore Orioles,4,13,Griffin Canning,Grayson Rodriguez,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Detroit Tigers,Chicago White Sox,7,6,Kenta Maeda,Mike Soroka,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,New York Yankees,Houston Astros,5,3,Marcus Stroman,Hunter Brown,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Minnesota Twins,Kansas City Royals,5,1,Joe Ryan,Seth Lugo,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Cleveland Guardians,Athletics,12,3,Tanner Bibee,JP Sears,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Boston Red Sox,Seattle Mariners,3,4,Kutter Crawford,Logan Gilbert,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Toronto Blue Jays,Tampa Bay Rays,1,5,Yusei Kikuchi,Zack Littell,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-30,Chicago Cubs,Texas Rangers,2,11,Kyle Hendricks,Cody Bradford,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Colorado Rockies,Arizona Diamondbacks,1,5,Ryan Feltner,Brandon Pfaadt,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Washington Nationals,Cincinnati Reds,5,6,Jake Irvin,Nick Martinez,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,St. Louis Cardinals,Los Angeles Dodgers,4,5,Steven Matz,Gavin Stone,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Pittsburgh Pirates,Miami Marlins,9,7,Bailey Falter,Trevor Rogers,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Milwaukee Brewers,New York Mets,4,1,Colin Rea,Tylor Megill,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Atlanta Braves,Philadelphia Phillies,4,5,Chris Sale,Ranger Suarez,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,San Francisco Giants,San Diego Padres,4,13,Daulton Jefferies,Michael King,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Los Angeles Angels,Baltimore Orioles,4,1,Reid Detmers,Tyler Wells,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Detroit Tigers,Chicago White Sox,3,2,Jack Flaherty,Erick Fedde,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,New York Yankees,Houston Astros,4,3,Clarke Schmidt,J. P. France,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Minnesota Twins,Kansas City Royals,0,11,Bailey Ober,Brady Singer,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Cleveland Guardians,Athletics,3,4,Carlos Carrasco,Paul Blackburn,1.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Boston Red Sox,Seattle Mariners,5,1,Garrett Whitlock,Bryce Miller,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Toronto Blue Jays,Tampa Bay Rays,9,2,Kevin Gausman,Shawn Armstrong,0.0,gl2024.txt,retrosheet_gamelog,True
2024-03-31,Chicago Cubs,Texas Rangers,9,5,Jordan Wicks,Jon Gray,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,New York Yankees,Arizona Diamondbacks,5,2,Luis Gil,Ryne Nelson,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Colorado Rockies,Chicago Cubs,0,5,Dakota Hudson,Shota Imanaga,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,San Francisco Giants,Los Angeles Dodgers,3,8,Keaton Winn,James Paxton,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Los Angeles Angels,Miami Marlins,7,4,Chase Silseth,Max Meyer,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Detroit Tigers,New York Mets,5,0,Reese Olson,Sean Manaea,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Cincinnati Reds,Philadelphia Phillies,6,3,Andrew Abbott,Cristopher Sanchez,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,St. Louis Cardinals,San Diego Padres,6,2,Kyle Gibson,Matt Waldron,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Pittsburgh Pirates,Washington Nationals,8,4,Marco Gonzales,MacKenzie Gore,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Kansas City Royals,Baltimore Orioles,4,6,Michael Wacha,Dean Kremer,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Atlanta Braves,Chicago White Sox,9,0,Charlie Morton,Chris Flexen,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Toronto Blue Jays,Houston Astros,0,10,Bowden Francis,Ronel Blanco,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Boston Red Sox,Athletics,9,0,Tanner Houck,Joe Boyle,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Cleveland Guardians,Seattle Mariners,4,5,Triston McKenzie,Emerson Hancock,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-01,Texas Rangers,Tampa Bay Rays,9,3,Dane Dunning,Ryan Pepiot,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,New York Yankees,Arizona Diamondbacks,0,7,Nestor Cortes,Zac Gallen,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Colorado Rockies,Chicago Cubs,2,12,Kyle Freeland,Javier Assad,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,San Francisco Giants,Los Angeles Dodgers,4,5,Logan Webb,Ryan Brasier,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Los Angeles Angels,Miami Marlins,3,1,Tyler Anderson,Jesus Luzardo,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Minnesota Twins,Milwaukee Brewers,2,3,Louie Varland,Jake Junis,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Cincinnati Reds,Philadelphia Phillies,4,9,Graham Ashcraft,Spencer Turnbull,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,St. Louis Cardinals,San Diego Padres,5,2,Miles Mikolas,Yu Darvish,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Kansas City Royals,Baltimore Orioles,4,1,Alec Marsh,Cole Irvin,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Atlanta Braves,Chicago White Sox,2,3,Reynaldo Lopez,Garrett Crochet,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Toronto Blue Jays,Houston Astros,2,1,Jose Berrios,Framber Valdez,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Boston Red Sox,Athletics,5,4,Brayan Bello,Alex Wood,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Cleveland Guardians,Seattle Mariners,5,2,Shane Bieber,Luis Castillo,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-02,Texas Rangers,Tampa Bay Rays,2,5,Andrew Heaney,Zach Eflin,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,New York Yankees,Arizona Diamondbacks,6,5,Carlos Rodon,Merrill Kelly,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Colorado Rockies,Chicago Cubs,8,9,Cal Quantrill,Luke Little,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,San Francisco Giants,Los Angeles Dodgers,4,5,Kyle Harrison,Tyler Glasnow,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Los Angeles Angels,Miami Marlins,10,2,Patrick Sandoval,A.J. Puk,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Minnesota Twins,Milwaukee Brewers,7,3,Chris Paddack,Joe Ross,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Cincinnati Reds,Philadelphia Phillies,4,1,Frankie Montas,Zack Wheeler,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,St. Louis Cardinals,San Diego Padres,2,3,Zack Thompson,Joe Musgrove,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Pittsburgh Pirates,Washington Nationals,3,5,Mitch Keller,Trevor Williams,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Kansas City Royals,Baltimore Orioles,3,4,Cole Ragans,Corbin Burnes,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Toronto Blue Jays,Houston Astros,0,8,Chris Bassitt,Cristian Javier,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Boston Red Sox,Athletics,1,0,Nick Pivetta,Ross Stripling,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Cleveland Guardians,Seattle Mariners,8,0,Logan Allen,George Kirby,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-03,Texas Rangers,Tampa Bay Rays,4,1,Nathan Eovaldi,Aaron Civale,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-04,Detroit Tigers,New York Mets,6,3,Casey Mize,Adrian Houser,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-04,Detroit Tigers,New York Mets,1,2,Matt Manning,Jose Butto,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-04,Miami Marlins,St. Louis Cardinals,5,8,Ryan Weathers,Lance Lynn,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-04,Pittsburgh Pirates,Washington Nationals,7,4,Martin Perez,Josiah Gray,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-04,Chicago White Sox,Kansas City Royals,1,10,Mike Soroka,Seth Lugo,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-04,Cleveland Guardians,Minnesota Twins,4,2,Tanner Bibee,Pablo Lopez,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Arizona Diamondbacks,Atlanta Braves,5,6,Tommy Henry,Spencer Strider,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Los Angeles Dodgers,Chicago Cubs,7,9,Bobby Miller,Kyle Hendricks,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,New York Mets,Cincinnati Reds,3,2,Jose Quintana,Hunter Greene,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Tampa Bay Rays,Colorado Rockies,7,10,Zack Littell,Austin Gomber,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Seattle Mariners,Milwaukee Brewers,5,6,Logan Gilbert,Freddy Peralta,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Baltimore Orioles,Pittsburgh Pirates,5,2,Grayson Rodriguez,Jared Jones,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,San Diego Padres,San Francisco Giants,2,3,Dylan Cease,Jordan Hicks,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Philadelphia Phillies,Washington Nationals,4,0,Aaron Nola,Patrick Corbin,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Boston Red Sox,Los Angeles Angels,8,6,Kutter Crawford,Griffin Canning,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Athletics,Detroit Tigers,4,5,JP Sears,Tarik Skubal,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Chicago White Sox,Kansas City Royals,1,2,Erick Fedde,Brady Singer,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Toronto Blue Jays,New York Yankees,3,0,Yusei Kikuchi,Marcus Stroman,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-05,Houston Astros,Texas Rangers,2,10,Hunter Brown,Cody Bradford,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Arizona Diamondbacks,Atlanta Braves,8,9,Brandon Pfaadt,Max Fried,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Los Angeles Dodgers,Chicago Cubs,4,1,Yoshinobu Yamamoto,Jordan Wicks,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,New York Mets,Cincinnati Reds,6,9,Luis Severino,Nick Martinez,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Tampa Bay Rays,Colorado Rockies,8,6,Tyler Alexander,Ryan Feltner,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Seattle Mariners,Milwaukee Brewers,5,3,Bryce Miller,DL Hall,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Baltimore Orioles,Pittsburgh Pirates,4,5,Tyler Wells,Bailey Falter,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,San Diego Padres,San Francisco Giants,4,0,Michael King,Keaton Winn,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Miami Marlins,St. Louis Cardinals,1,3,Trevor Rogers,Steven Matz,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Philadelphia Phillies,Washington Nationals,5,2,Ranger Suarez,Jake Irvin,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Boston Red Sox,Los Angeles Angels,1,2,Garrett Whitlock,Reid Detmers,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Athletics,Detroit Tigers,4,0,Paul Blackburn,Kenta Maeda,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Chicago White Sox,Kansas City Royals,0,3,Chris Flexen,Michael Wacha,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Cleveland Guardians,Minnesota Twins,3,1,Carlos Carrasco,Joe Ryan,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Toronto Blue Jays,New York Yankees,8,9,Kevin Gausman,Clarke Schmidt,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-06,Houston Astros,Texas Rangers,2,7,J. P. France,Jon Gray,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Arizona Diamondbacks,Atlanta Braves,2,5,Ryne Nelson,Chris Sale,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Los Angeles Dodgers,Chicago Cubs,1,8,Gavin Stone,Shota Imanaga,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,New York Mets,Cincinnati Reds,3,1,Sean Manaea,Andrew Abbott,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Tampa Bay Rays,Colorado Rockies,3,2,Ryan Pepiot,Dakota Hudson,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Seattle Mariners,Milwaukee Brewers,4,12,Emerson Hancock,Colin Rea,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Baltimore Orioles,Pittsburgh Pirates,2,3,Dean Kremer,Marco Gonzales,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,San Diego Padres,San Francisco Giants,2,3,Matt Waldron,Logan Webb,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Miami Marlins,St. Louis Cardinals,10,3,Max Meyer,Kyle Gibson,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Philadelphia Phillies,Washington Nationals,2,3,Cristopher Sanchez,MacKenzie Gore,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Boston Red Sox,Los Angeles Angels,12,2,Tanner Houck,Chase Silseth,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Athletics,Detroit Tigers,7,1,Joe Boyle,Jack Flaherty,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Chicago White Sox,Kansas City Royals,3,5,Garrett Crochet,Alec Marsh,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Toronto Blue Jays,New York Yankees,3,8,Bowden Francis,Luis Gil,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-07,Houston Astros,Texas Rangers,3,1,Ronel Blanco,Dane Dunning,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,New York Mets,Atlanta Braves,8,7,Julio Teheran,Charlie Morton,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Milwaukee Brewers,Cincinnati Reds,8,10,Aaron Ashby,Graham Ashcraft,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Arizona Diamondbacks,Colorado Rockies,5,7,Zac Gallen,Kyle Freeland,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Detroit Tigers,Pittsburgh Pirates,4,7,Reese Olson,Mitch Keller,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Chicago Cubs,San Diego Padres,8,9,Javier Assad,Yu Darvish,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Washington Nationals,San Francisco Giants,8,1,Trevor Williams,Blake Snell,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Philadelphia Phillies,St. Louis Cardinals,5,3,Spencer Turnbull,Miles Mikolas,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Tampa Bay Rays,Los Angeles Angels,1,7,Zach Eflin,Tyler Anderson,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Chicago White Sox,Cleveland Guardians,0,4,Tanner Banks,Triston McKenzie,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Los Angeles Dodgers,Minnesota Twins,4,2,James Paxton,Bailey Ober,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Miami Marlins,New York Yankees,0,7,Jesus Luzardo,Nestor Cortes,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Houston Astros,Texas Rangers,10,5,Blair Henley,Andrew Heaney,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-08,Seattle Mariners,Toronto Blue Jays,2,5,Luis Castillo,Jose Berrios,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,New York Mets,Atlanta Braves,5,6,Adrian Houser,Reynaldo Lopez,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Milwaukee Brewers,Cincinnati Reds,9,5,Joe Ross,Frankie Montas,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Arizona Diamondbacks,Colorado Rockies,3,2,Merrill Kelly,Cal Quantrill,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Detroit Tigers,Pittsburgh Pirates,5,3,Casey Mize,Martin Perez,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Chicago Cubs,San Diego Padres,5,1,Ben Brown,Joe Musgrove,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Washington Nationals,San Francisco Giants,5,3,Joan Adon,Kyle Harrison,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Philadelphia Phillies,St. Louis Cardinals,0,3,Zack Wheeler,Sonny Gray,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Tampa Bay Rays,Los Angeles Angels,6,4,Aaron Civale,Patrick Sandoval,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Baltimore Orioles,Boston Red Sox,7,1,Corbin Burnes,Brayan Bello,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Chicago White Sox,Cleveland Guardians,7,5,Mike Soroka,Logan Allen,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Houston Astros,Kansas City Royals,3,4,Cristian Javier,Cole Ragans,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Los Angeles Dodgers,Minnesota Twins,6,3,Tyler Glasnow,Louie Varland,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Miami Marlins,New York Yankees,2,3,A.J. Puk,Carlos Rodon,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Athletics,Texas Rangers,4,3,Alex Wood,Nathan Eovaldi,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-09,Seattle Mariners,Toronto Blue Jays,3,5,George Kirby,Chris Bassitt,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Milwaukee Brewers,Cincinnati Reds,7,2,Wade Miley,Hunter Greene,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Arizona Diamondbacks,Colorado Rockies,5,3,Tommy Henry,Austin Gomber,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Chicago Cubs,San Diego Padres,2,10,Kyle Hendricks,Dylan Cease,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Washington Nationals,San Francisco Giants,1,7,Patrick Corbin,Jordan Hicks,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Philadelphia Phillies,St. Louis Cardinals,4,3,Aaron Nola,Lance Lynn,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Tampa Bay Rays,Los Angeles Angels,4,2,Zack Littell,Jose Soriano,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Baltimore Orioles,Boston Red Sox,7,5,Cole Irvin,Kutter Crawford,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Chicago White Sox,Cleveland Guardians,6,7,Erick Fedde,Tanner Bibee,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Houston Astros,Kansas City Royals,2,11,Spencer Arrighetti,Seth Lugo,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Los Angeles Dodgers,Minnesota Twins,2,3,Bobby Miller,Chris Paddack,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Miami Marlins,New York Yankees,5,2,Ryan Weathers,Marcus Stroman,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Athletics,Texas Rangers,2,6,Ross Stripling,Cody Bradford,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-10,Seattle Mariners,Toronto Blue Jays,6,1,Logan Gilbert,Yusei Kikuchi,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-11,New York Mets,Atlanta Braves,16,4,Jose Quintana,Allan Winans,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-11,Pittsburgh Pirates,Philadelphia Phillies,1,5,Jared Jones,Ranger Suarez,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-11,Baltimore Orioles,Boston Red Sox,9,4,Grayson Rodriguez,Garrett Whitlock,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-11,Houston Astros,Kansas City Royals,3,13,Hunter Brown,Brady Singer,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-11,Athletics,Texas Rangers,1,0,JP Sears,Jon Gray,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-12,St. Louis Cardinals,Arizona Diamondbacks,9,6,Steven Matz,Brandon Pfaadt,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-12,San Diego Padres,Los Angeles Dodgers,8,7,Michael King,Yoshinobu Yamamoto,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-12,Atlanta Braves,Miami Marlins,8,1,Max Fried,Trevor Rogers,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-12,Kansas City Royals,New York Mets,1,6,Michael Wacha,Luis Severino,1.0,gl2024.txt,retrosheet_gamelog,True
2024-04-12,Pittsburgh Pirates,Philadelphia Phillies,5,2,Bailey Falter,Cristopher Sanchez,0.0,gl2024.txt,retrosheet_gamelog,True
2024-04-12,Milwaukee Brewers,Baltimore Orioles,11,1,Freddy Peralta,Tyler Wells,0.0,gl2024.txt,retrosheet_gamelog,True
