game_id,game_date,away_team,home_team,p84b_model_id,p84b_model_version,p278_model_id,p278_model_version,p84b_home_win_probability,p278_home_win_probability,signed_probability_delta,absolute_probability_delta,p84b_predicted_side,p278_predicted_side,side_agreement,side_disagreement,p84b_confidence_distance_from_0_5,p278_confidence_distance_from_0_5,confidence_change,material_difference_bucket,abs_delta_ge_0_02,abs_delta_ge_0_05,abs_delta_ge_0_10,p84b_source_artifact_fingerprint,p278_source_artifact_fingerprint,comparison_version
mlb_2026_823244,2026-03-25,New York Yankees,San Francisco Giants,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.375545,0.458928,0.083383,0.083383,AWAY,AWAY,True,False,0.124455,0.041072,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823081,2026-03-26,Tampa Bay Rays,St. Louis Cardinals,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.328954,0.540733,0.211779,0.211779,AWAY,HOME,False,True,0.171046,0.040733,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823163,2026-03-26,Cleveland Guardians,Seattle Mariners,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.601601,0.546594,-0.055007,0.055007,HOME,HOME,True,False,0.101601,0.046594,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823325,2026-03-26,Detroit Tigers,San Diego Padres,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.629394,0.552384,-0.07701,0.07701,HOME,HOME,True,False,0.129394,0.052384,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823486,2026-03-26,Texas Rangers,Philadelphia Phillies,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.620681,-0.079319,0.079319,HOME,HOME,True,False,0.2,0.120681,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823649,2026-03-26,Pittsburgh Pirates,New York Mets,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.317367,0.603516,0.286149,0.286149,AWAY,HOME,False,True,0.182633,0.103516,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823812,2026-03-26,Chicago White Sox,Milwaukee Brewers,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.733982,0.033982,0.033982,HOME,HOME,True,False,0.2,0.233982,INCREASED,GE_0_02_LT_0_05,True,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823974,2026-03-26,Arizona Diamondbacks,Los Angeles Dodgers,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.583802,0.60925,0.025448,0.025448,HOME,HOME,True,False,0.083802,0.10925,INCREASED,GE_0_02_LT_0_05,True,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824218,2026-03-26,Los Angeles Angels,Houston Astros,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.620067,-0.079933,0.079933,HOME,HOME,True,False,0.2,0.120067,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824541,2026-03-26,Boston Red Sox,Cincinnati Reds,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.434204,0.499984,0.06578,0.06578,AWAY,AWAY,True,False,0.065796,1.6e-05,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824704,2026-03-26,Washington Nationals,Chicago Cubs,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.60104,0.679105,0.078065,0.078065,HOME,HOME,True,False,0.10104,0.179105,INCREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824865,2026-03-26,Minnesota Twins,Baltimore Orioles,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.564012,0.264012,0.264012,AWAY,HOME,False,True,0.2,0.064012,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_822839,2026-03-27,Athletics,Toronto Blue Jays,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.6367,-0.0633,0.0633,HOME,HOME,True,False,0.2,0.1367,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823162,2026-03-27,Cleveland Guardians,Seattle Mariners,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.490881,0.546594,0.055713,0.055713,AWAY,HOME,False,True,0.009119,0.046594,INCREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823243,2026-03-27,New York Yankees,San Francisco Giants,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.458928,0.158928,0.158928,AWAY,AWAY,True,False,0.2,0.041072,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823324,2026-03-27,Detroit Tigers,San Diego Padres,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.567373,0.552384,-0.014989,0.014989,HOME,HOME,True,False,0.067373,0.052384,DECREASED,LT_0_02,False,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823893,2026-03-27,Colorado Rockies,Miami Marlins,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.739344,0.039344,0.039344,HOME,HOME,True,False,0.2,0.239344,INCREASED,GE_0_02_LT_0_05,True,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823971,2026-03-27,Arizona Diamondbacks,Los Angeles Dodgers,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.615237,0.60925,-0.005987,0.005987,HOME,HOME,True,False,0.115237,0.10925,DECREASED,LT_0_02,False,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824216,2026-03-27,Los Angeles Angels,Houston Astros,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.620067,0.320067,0.320067,AWAY,HOME,False,True,0.2,0.120067,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824946,2026-03-27,Kansas City Royals,Atlanta Braves,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.500083,-0.199917,0.199917,HOME,HOME,True,False,0.2,8.3e-05,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_822838,2026-03-28,Athletics,Toronto Blue Jays,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.6367,-0.0633,0.0633,HOME,HOME,True,False,0.2,0.1367,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823082,2026-03-28,Tampa Bay Rays,St. Louis Cardinals,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.339662,0.540733,0.201071,0.201071,AWAY,HOME,False,True,0.160338,0.040733,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823161,2026-03-28,Cleveland Guardians,Seattle Mariners,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.686365,0.546594,-0.139771,0.139771,HOME,HOME,True,False,0.186365,0.046594,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823241,2026-03-28,New York Yankees,San Francisco Giants,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.458928,0.158928,0.158928,AWAY,AWAY,True,False,0.2,0.041072,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823323,2026-03-28,Detroit Tigers,San Diego Padres,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.629352,0.552384,-0.076968,0.076968,HOME,HOME,True,False,0.129352,0.052384,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823488,2026-03-28,Texas Rangers,Philadelphia Phillies,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.620681,0.320681,0.320681,AWAY,HOME,False,True,0.2,0.120681,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823651,2026-03-28,Pittsburgh Pirates,New York Mets,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.565855,0.603516,0.037661,0.037661,HOME,HOME,True,False,0.065855,0.103516,INCREASED,GE_0_02_LT_0_05,True,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823811,2026-03-28,Chicago White Sox,Milwaukee Brewers,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.480495,0.733982,0.253487,0.253487,AWAY,HOME,False,True,0.019505,0.233982,INCREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823892,2026-03-28,Colorado Rockies,Miami Marlins,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.521317,0.739344,0.218027,0.218027,HOME,HOME,True,False,0.021317,0.239344,INCREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823973,2026-03-28,Arizona Diamondbacks,Los Angeles Dodgers,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.571786,0.60925,0.037464,0.037464,HOME,HOME,True,False,0.071786,0.10925,INCREASED,GE_0_02_LT_0_05,True,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824213,2026-03-28,Los Angeles Angels,Houston Astros,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.620067,0.320067,0.320067,AWAY,HOME,False,True,0.2,0.120067,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824540,2026-03-28,Boston Red Sox,Cincinnati Reds,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.499984,0.199984,0.199984,AWAY,AWAY,True,False,0.2,1.6e-05,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824701,2026-03-28,Washington Nationals,Chicago Cubs,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.664056,0.679105,0.015049,0.015049,HOME,HOME,True,False,0.164056,0.179105,INCREASED,LT_0_02,False,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824862,2026-03-28,Minnesota Twins,Baltimore Orioles,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.372301,0.564012,0.191711,0.191711,AWAY,HOME,False,True,0.127699,0.064012,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824945,2026-03-28,Kansas City Royals,Atlanta Braves,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.306996,0.500083,0.193087,0.193087,AWAY,HOME,False,True,0.193004,8.3e-05,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_822837,2026-03-29,Athletics,Toronto Blue Jays,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.6367,-0.0633,0.0633,HOME,HOME,True,False,0.2,0.1367,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823079,2026-03-29,Tampa Bay Rays,St. Louis Cardinals,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.594375,0.540733,-0.053642,0.053642,HOME,HOME,True,False,0.094375,0.040733,DECREASED,GE_0_05_LT_0_10,True,True,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823160,2026-03-29,Cleveland Guardians,Seattle Mariners,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.660593,0.546594,-0.113999,0.113999,HOME,HOME,True,False,0.160593,0.046594,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823487,2026-03-29,Texas Rangers,Philadelphia Phillies,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.63124,0.620681,-0.010559,0.010559,HOME,HOME,True,False,0.13124,0.120681,DECREASED,LT_0_02,False,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823647,2026-03-29,Pittsburgh Pirates,New York Mets,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.457309,0.603516,0.146207,0.146207,AWAY,HOME,False,True,0.042691,0.103516,INCREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823810,2026-03-29,Chicago White Sox,Milwaukee Brewers,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.448434,0.733982,0.285548,0.285548,AWAY,HOME,False,True,0.051566,0.233982,INCREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823891,2026-03-29,Colorado Rockies,Miami Marlins,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.7,0.739344,0.039344,0.039344,HOME,HOME,True,False,0.2,0.239344,INCREASED,GE_0_02_LT_0_05,True,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824215,2026-03-29,Los Angeles Angels,Houston Astros,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.620067,0.320067,0.320067,AWAY,HOME,False,True,0.2,0.120067,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824538,2026-03-29,Boston Red Sox,Cincinnati Reds,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.6415,0.499984,-0.141516,0.141516,HOME,AWAY,False,True,0.1415,1.6e-05,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824700,2026-03-29,Washington Nationals,Chicago Cubs,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.555081,0.679105,0.124024,0.124024,HOME,HOME,True,False,0.055081,0.179105,INCREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824864,2026-03-29,Minnesota Twins,Baltimore Orioles,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.563348,0.564012,0.000664,0.000664,HOME,HOME,True,False,0.063348,0.064012,INCREASED,LT_0_02,False,False,False,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_824944,2026-03-29,Kansas City Royals,Atlanta Braves,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.500083,0.200083,0.200083,AWAY,HOME,False,True,0.2,8.3e-05,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823080,2026-03-30,New York Mets,St. Louis Cardinals,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.3,0.505921,0.205921,0.205921,AWAY,HOME,False,True,0.2,0.005921,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
mlb_2026_823159,2026-03-30,New York Yankees,Seattle Mariners,p84b_moneyline_diagnostic_baseline,p84b_diagnostic_baseline_v1,corrected_moneyline_shadow,p278a_corrected_moneyline_shadow_v1,0.381063,0.511351,0.130288,0.130288,AWAY,HOME,False,True,0.118937,0.011351,DECREASED,GE_0_10,True,True,True,5a7b3c9c943de81d918ee9ce5692df1517f69387cc3a25e0bab21bae5e45d59c,52f72dae5f89fa537dde425bdffc5de24c080f6b75eee6e6aca43b245563cddb,p279a.moneyline_shadow_divergence.v1
