"game_id","game_date","season","away_team","home_team","away_score","home_score","y_true_home_win","source_name","source_row_number"
"NYA-20240419-0","2024-04-19",2024,"TBA","NYA",3,5,1,"Retrosheet",298
"ATL-20240420-0","2024-04-20",2024,"TEX","ATL",2,5,1,"Retrosheet",299
"CHN-20240420-1","2024-04-20",2024,"MIA","CHN",3,2,0,"Retrosheet",300
"CHN-20240420-2","2024-04-20",2024,"MIA","CHN",3,5,1,"Retrosheet",301
"CIN-20240420-0","2024-04-20",2024,"ANA","CIN",5,7,1,"Retrosheet",302
"COL-20240420-0","2024-04-20",2024,"SEA","COL",7,0,0,"Retrosheet",303
"LAN-20240420-0","2024-04-20",2024,"NYN","LAN",6,4,0,"Retrosheet",304
"PHI-20240420-0","2024-04-20",2024,"CHA","PHI",5,9,1,"Retrosheet",305
"PIT-20240420-0","2024-04-20",2024,"BOS","PIT",4,2,0,"Retrosheet",306
"SDN-20240420-0","2024-04-20",2024,"TOR","SDN",5,2,0,"Retrosheet",307
"SFN-20240420-0","2024-04-20",2024,"ARI","SFN",3,7,1,"Retrosheet",308
"SLN-20240420-0","2024-04-20",2024,"MIL","SLN",12,5,0,"Retrosheet",309
"WAS-20240420-0","2024-04-20",2024,"HOU","WAS",4,5,1,"Retrosheet",310
"CLE-20240420-0","2024-04-20",2024,"OAK","CLE",3,6,1,"Retrosheet",311
"KCA-20240420-0","2024-04-20",2024,"BAL","KCA",9,7,0,"Retrosheet",312
"MIN-20240420-0","2024-04-20",2024,"DET","MIN",3,4,1,"Retrosheet",313
"NYA-20240420-0","2024-04-20",2024,"TBA","NYA",2,0,0,"Retrosheet",314
"ATL-20240421-0","2024-04-21",2024,"TEX","ATL",6,4,0,"Retrosheet",315
"CHN-20240421-0","2024-04-21",2024,"MIA","CHN",6,3,0,"Retrosheet",316
"CIN-20240421-0","2024-04-21",2024,"ANA","CIN",0,3,1,"Retrosheet",317
"COL-20240421-1","2024-04-21",2024,"SEA","COL",1,2,1,"Retrosheet",318
"COL-20240421-2","2024-04-21",2024,"SEA","COL",10,2,0,"Retrosheet",319
"LAN-20240421-0","2024-04-21",2024,"NYN","LAN",0,10,1,"Retrosheet",320
"PHI-20240421-0","2024-04-21",2024,"CHA","PHI",2,8,1,"Retrosheet",321
"PIT-20240421-0","2024-04-21",2024,"BOS","PIT",6,1,0,"Retrosheet",322
"SDN-20240421-0","2024-04-21",2024,"TOR","SDN",3,6,1,"Retrosheet",323
"SFN-20240421-0","2024-04-21",2024,"ARI","SFN",5,3,0,"Retrosheet",324
"SLN-20240421-0","2024-04-21",2024,"MIL","SLN",2,0,0,"Retrosheet",325
"WAS-20240421-0","2024-04-21",2024,"HOU","WAS",0,6,1,"Retrosheet",326
"CLE-20240421-0","2024-04-21",2024,"OAK","CLE",2,6,1,"Retrosheet",327
"KCA-20240421-0","2024-04-21",2024,"BAL","KCA",5,0,0,"Retrosheet",328
"MIN-20240421-0","2024-04-21",2024,"DET","MIN",6,1,0,"Retrosheet",329
"NYA-20240421-0","2024-04-21",2024,"TBA","NYA",4,5,1,"Retrosheet",330
"ATL-20240422-0","2024-04-22",2024,"MIA","ATL",0,3,1,"Retrosheet",331
"CIN-20240422-0","2024-04-22",2024,"PHI","CIN",7,0,0,"Retrosheet",332
"COL-20240422-0","2024-04-22",2024,"SDN","COL",3,1,0,"Retrosheet",333
"PIT-20240422-0","2024-04-22",2024,"MIL","PIT",2,4,1,"Retrosheet",334
"SFN-20240422-0","2024-04-22",2024,"NYN","SFN",2,5,1,"Retrosheet",335
"SLN-20240422-0","2024-04-22",2024,"ARI","SLN",3,5,1,"Retrosheet",336
"ANA-20240422-0","2024-04-22",2024,"BAL","ANA",4,2,0,"Retrosheet",337
"KCA-20240422-0","2024-04-22",2024,"TOR","KCA",5,3,0,"Retrosheet",338
"MIN-20240422-0","2024-04-22",2024,"CHA","MIN",0,7,1,"Retrosheet",339
"NYA-20240422-0","2024-04-22",2024,"OAK","NYA",2,0,0,"Retrosheet",340
"TBA-20240422-0","2024-04-22",2024,"DET","TBA",7,1,0,"Retrosheet",341
"ATL-20240423-0","2024-04-23",2024,"MIA","ATL",0,5,1,"Retrosheet",342
"CHN-20240423-0","2024-04-23",2024,"HOU","CHN",2,7,1,"Retrosheet",343
"CIN-20240423-0","2024-04-23",2024,"PHI","CIN",1,8,1,"Retrosheet",344
"COL-20240423-0","2024-04-23",2024,"SDN","COL",4,7,1,"Retrosheet",345
"PIT-20240423-0","2024-04-23",2024,"MIL","PIT",1,2,1,"Retrosheet",346
"SFN-20240423-0","2024-04-23",2024,"NYN","SFN",1,5,1,"Retrosheet",347
"SLN-20240423-0","2024-04-23",2024,"ARI","SLN",14,1,0,"Retrosheet",348
"WAS-20240423-0","2024-04-23",2024,"LAN","WAS",4,1,0,"Retrosheet",349
"ANA-20240423-0","2024-04-23",2024,"BAL","ANA",4,7,1,"Retrosheet",350
"CLE-20240423-0","2024-04-23",2024,"BOS","CLE",1,4,1,"Retrosheet",351
"KCA-20240423-0","2024-04-23",2024,"TOR","KCA",2,3,1,"Retrosheet",352
"MIN-20240423-0","2024-04-23",2024,"CHA","MIN",5,6,1,"Retrosheet",353
"NYA-20240423-0","2024-04-23",2024,"OAK","NYA",3,4,1,"Retrosheet",354
"TBA-20240423-0","2024-04-23",2024,"DET","TBA",4,2,0,"Retrosheet",355
"TEX-20240423-0","2024-04-23",2024,"SEA","TEX",4,0,0,"Retrosheet",356
"ATL-20240424-0","2024-04-24",2024,"MIA","ATL",3,4,1,"Retrosheet",357
"CHN-20240424-0","2024-04-24",2024,"HOU","CHN",3,4,1,"Retrosheet",358
"CIN-20240424-0","2024-04-24",2024,"PHI","CIN",4,7,1,"Retrosheet",359
"COL-20240424-0","2024-04-24",2024,"SDN","COL",5,2,0,"Retrosheet",360
"PIT-20240424-0","2024-04-24",2024,"MIL","PIT",3,2,0,"Retrosheet",361
"SFN-20240424-0","2024-04-24",2024,"NYN","SFN",8,2,0,"Retrosheet",362
"SLN-20240424-0","2024-04-24",2024,"ARI","SLN",1,5,1,"Retrosheet",363
"WAS-20240424-0","2024-04-24",2024,"LAN","WAS",11,2,0,"Retrosheet",364
"ANA-20240424-0","2024-04-24",2024,"BAL","ANA",6,5,0,"Retrosheet",365
"CLE-20240424-0","2024-04-24",2024,"BOS","CLE",8,0,0,"Retrosheet",366
"KCA-20240424-0","2024-04-24",2024,"TOR","KCA",2,3,1,"Retrosheet",367
"MIN-20240424-0","2024-04-24",2024,"CHA","MIN",3,6,1,"Retrosheet",368
"NYA-20240424-0","2024-04-24",2024,"OAK","NYA",3,7,1,"Retrosheet",369
"TBA-20240424-0","2024-04-24",2024,"DET","TBA",5,7,1,"Retrosheet",370
"TEX-20240424-0","2024-04-24",2024,"SEA","TEX",1,5,1,"Retrosheet",371
"CHN-20240425-0","2024-04-25",2024,"HOU","CHN",1,3,1,"Retrosheet",372
"CIN-20240425-0","2024-04-25",2024,"PHI","CIN",5,0,0,"Retrosheet",373
"COL-20240425-0","2024-04-25",2024,"SDN","COL",9,10,1,"Retrosheet",374
"PIT-20240425-0","2024-04-25",2024,"MIL","PIT",7,5,0,"Retrosheet",375
"WAS-20240425-0","2024-04-25",2024,"LAN","WAS",2,1,0,"Retrosheet",376
"CLE-20240425-0","2024-04-25",2024,"BOS","CLE",4,6,1,"Retrosheet",377
"KCA-20240425-0","2024-04-25",2024,"TOR","KCA",1,2,1,"Retrosheet",378
"MIN-20240425-0","2024-04-25",2024,"CHA","MIN",3,6,1,"Retrosheet",379
"NYA-20240425-0","2024-04-25",2024,"OAK","NYA",3,1,0,"Retrosheet",380
"TEX-20240425-0","2024-04-25",2024,"SEA","TEX",4,3,0,"Retrosheet",381
"ATL-20240426-0","2024-04-26",2024,"CLE","ATL",2,6,1,"Retrosheet",382
"MIA-20240426-0","2024-04-26",2024,"WAS","MIA",3,1,0,"Retrosheet",383
"MIL-20240426-0","2024-04-26",2024,"NYA","MIL",6,7,1,"Retrosheet",384
"NYN-20240426-0","2024-04-26",2024,"SLN","NYN",4,2,0,"Retrosheet",385
"SDN-20240426-0","2024-04-26",2024,"PHI","SDN",9,3,0,"Retrosheet",386
"SFN-20240426-0","2024-04-26",2024,"PIT","SFN",0,3,1,"Retrosheet",387
"ANA-20240426-0","2024-04-26",2024,"MIN","ANA",5,3,0,"Retrosheet",388
"BAL-20240426-0","2024-04-26",2024,"OAK","BAL",3,2,0,"Retrosheet",389
"BOS-20240426-0","2024-04-26",2024,"CHN","BOS",7,1,0,"Retrosheet",390
"CHA-20240426-0","2024-04-26",2024,"TBA","CHA",4,9,1,"Retrosheet",391
"DET-20240426-0","2024-04-26",2024,"KCA","DET",8,0,0,"Retrosheet",392
"SEA-20240426-0","2024-04-26",2024,"ARI","SEA",1,6,1,"Retrosheet",393
"TEX-20240426-0","2024-04-26",2024,"CIN","TEX",1,2,1,"Retrosheet",394
"TOR-20240426-0","2024-04-26",2024,"LAN","TOR",12,2,0,"Retrosheet",395
"ATL-20240427-0","2024-04-27",2024,"CLE","ATL",4,2,0,"Retrosheet",396
"COL-20240427-0","2024-04-27",2024,"HOU","COL",12,4,0,"Retrosheet",397
"MIA-20240427-0","2024-04-27",2024,"WAS","MIA",11,4,0,"Retrosheet",398
"MIL-20240427-0","2024-04-27",2024,"NYA","MIL",15,3,0,"Retrosheet",399
"NYN-20240427-0","2024-04-27",2024,"SLN","NYN",7,4,0,"Retrosheet",400
"SDN-20240427-0","2024-04-27",2024,"PHI","SDN",5,1,0,"Retrosheet",401
"SFN-20240427-0","2024-04-27",2024,"PIT","SFN",4,3,0,"Retrosheet",402
"ANA-20240427-0","2024-04-27",2024,"MIN","ANA",16,5,0,"Retrosheet",403
"BAL-20240427-0","2024-04-27",2024,"OAK","BAL",0,7,1,"Retrosheet",404
"BOS-20240427-0","2024-04-27",2024,"CHN","BOS",0,17,1,"Retrosheet",405
"CHA-20240427-0","2024-04-27",2024,"TBA","CHA",7,8,1,"Retrosheet",406
"DET-20240427-0","2024-04-27",2024,"KCA","DET",5,6,1,"Retrosheet",407
"SEA-20240427-0","2024-04-27",2024,"ARI","SEA",1,3,1,"Retrosheet",408
"TEX-20240427-0","2024-04-27",2024,"CIN","TEX",8,4,0,"Retrosheet",409
"TOR-20240427-0","2024-04-27",2024,"LAN","TOR",4,2,0,"Retrosheet",410
"ATL-20240428-0","2024-04-28",2024,"CLE","ATL",3,4,1,"Retrosheet",411
"COL-20240428-0","2024-04-28",2024,"HOU","COL",8,2,0,"Retrosheet",412
"MIA-20240428-0","2024-04-28",2024,"WAS","MIA",12,9,0,"Retrosheet",413
"MIL-20240428-0","2024-04-28",2024,"NYA","MIL",15,5,0,"Retrosheet",414
"NYN-20240428-0","2024-04-28",2024,"SLN","NYN",2,4,1,"Retrosheet",415
"SDN-20240428-0","2024-04-28",2024,"PHI","SDN",8,6,0,"Retrosheet",416
"SFN-20240428-0","2024-04-28",2024,"PIT","SFN",2,3,1,"Retrosheet",417
"ANA-20240428-0","2024-04-28",2024,"MIN","ANA",11,5,0,"Retrosheet",418
"BAL-20240428-0","2024-04-28",2024,"OAK","BAL",7,6,0,"Retrosheet",419
"BOS-20240428-0","2024-04-28",2024,"CHN","BOS",4,5,1,"Retrosheet",420
"CHA-20240428-0","2024-04-28",2024,"TBA","CHA",2,4,1,"Retrosheet",421
"DET-20240428-0","2024-04-28",2024,"KCA","DET",1,4,1,"Retrosheet",422
"SEA-20240428-0","2024-04-28",2024,"ARI","SEA",3,2,0,"Retrosheet",423
"TEX-20240428-0","2024-04-28",2024,"CIN","TEX",3,4,1,"Retrosheet",424
"TOR-20240428-0","2024-04-28",2024,"LAN","TOR",1,3,1,"Retrosheet",425
"ARI-20240429-0","2024-04-29",2024,"LAN","ARI",8,4,0,"Retrosheet",426
"MIA-20240429-0","2024-04-29",2024,"WAS","MIA",7,2,0,"Retrosheet",427
"MIL-20240429-0","2024-04-29",2024,"TBA","MIL",1,0,0,"Retrosheet",428
"NYN-20240429-0","2024-04-29",2024,"CHN","NYN",3,1,0,"Retrosheet",429
"SDN-20240429-0","2024-04-29",2024,"CIN","SDN",5,2,0,"Retrosheet",430
"ANA-20240429-0","2024-04-29",2024,"PHI","ANA",5,6,1,"Retrosheet",431
"BAL-20240429-0","2024-04-29",2024,"NYA","BAL",0,2,1,"Retrosheet",432
"CHA-20240429-0","2024-04-29",2024,"MIN","CHA",3,2,0,"Retrosheet",433
"OAK-20240429-0","2024-04-29",2024,"PIT","OAK",1,5,1,"Retrosheet",434
"SEA-20240429-0","2024-04-29",2024,"ATL","SEA",1,2,1,"Retrosheet",435
"TOR-20240429-0","2024-04-29",2024,"KCA","TOR",5,6,1,"Retrosheet",436
"ARI-20240430-0","2024-04-30",2024,"LAN","ARI",3,4,1,"Retrosheet",437
"MIA-20240430-0","2024-04-30",2024,"COL","MIA",6,7,1,"Retrosheet",438
"MIL-20240430-0","2024-04-30",2024,"TBA","MIL",2,8,1,"Retrosheet",439
"NYN-20240430-0","2024-04-30",2024,"CHN","NYN",2,4,1,"Retrosheet",440
"SDN-20240430-0","2024-04-30",2024,"CIN","SDN",4,6,1,"Retrosheet",441
"ANA-20240430-0","2024-04-30",2024,"PHI","ANA",7,5,0,"Retrosheet",442
"BAL-20240430-0","2024-04-30",2024,"NYA","BAL",2,4,1,"Retrosheet",443
"BOS-20240430-0","2024-04-30",2024,"SFN","BOS",0,4,1,"Retrosheet",444
"CHA-20240430-0","2024-04-30",2024,"MIN","CHA",6,5,0,"Retrosheet",445
"DET-20240430-1","2024-04-30",2024,"SLN","DET",2,1,0,"Retrosheet",446
"DET-20240430-2","2024-04-30",2024,"SLN","DET",6,11,1,"Retrosheet",447
"HOU-20240430-0","2024-04-30",2024,"CLE","HOU",9,10,1,"Retrosheet",448
"OAK-20240430-0","2024-04-30",2024,"PIT","OAK",2,5,1,"Retrosheet",449
"SEA-20240430-0","2024-04-30",2024,"ATL","SEA",2,3,1,"Retrosheet",450
"TEX-20240430-0","2024-04-30",2024,"WAS","TEX",1,7,1,"Retrosheet",451
"TOR-20240430-0","2024-04-30",2024,"KCA","TOR",4,1,0,"Retrosheet",452
"ARI-20240501-0","2024-05-01",2024,"LAN","ARI",8,0,0,"Retrosheet",453
"MIA-20240501-0","2024-05-01",2024,"COL","MIA",1,4,1,"Retrosheet",454
"MIL-20240501-0","2024-05-01",2024,"TBA","MIL",1,7,1,"Retrosheet",455
"NYN-20240501-0","2024-05-01",2024,"CHN","NYN",1,0,0,"Retrosheet",456
"SDN-20240501-0","2024-05-01",2024,"CIN","SDN",2,6,1,"Retrosheet",457
"ANA-20240501-0","2024-05-01",2024,"PHI","ANA",2,1,0,"Retrosheet",458
"BAL-20240501-0","2024-05-01",2024,"NYA","BAL",2,0,0,"Retrosheet",459
"BOS-20240501-0","2024-05-01",2024,"SFN","BOS",2,6,1,"Retrosheet",460
"CHA-20240501-0","2024-05-01",2024,"MIN","CHA",10,5,0,"Retrosheet",461
"DET-20240501-0","2024-05-01",2024,"SLN","DET",1,4,1,"Retrosheet",462
"HOU-20240501-0","2024-05-01",2024,"CLE","HOU",3,2,0,"Retrosheet",463
"OAK-20240501-0","2024-05-01",2024,"PIT","OAK",0,4,1,"Retrosheet",464
"SEA-20240501-0","2024-05-01",2024,"ATL","SEA",5,2,0,"Retrosheet",465
"TEX-20240501-0","2024-05-01",2024,"WAS","TEX",1,0,0,"Retrosheet",466
"TOR-20240501-0","2024-05-01",2024,"KCA","TOR",6,1,0,"Retrosheet",467
"MIA-20240502-0","2024-05-02",2024,"COL","MIA",4,5,1,"Retrosheet",468
"NYN-20240502-0","2024-05-02",2024,"CHN","NYN",6,7,1,"Retrosheet",469
"BAL-20240502-0","2024-05-02",2024,"NYA","BAL",2,7,1,"Retrosheet",470
"BOS-20240502-0","2024-05-02",2024,"SFN","BOS",3,1,0,"Retrosheet",471
"HOU-20240502-0","2024-05-02",2024,"CLE","HOU",2,8,1,"Retrosheet",472
"TEX-20240502-0","2024-05-02",2024,"WAS","TEX",0,6,1,"Retrosheet",473
"ARI-20240503-0","2024-05-03",2024,"SDN","ARI",7,1,0,"Retrosheet",474
"CHN-20240503-0","2024-05-03",2024,"MIL","CHN",3,1,0,"Retrosheet",475
"CIN-20240503-0","2024-05-03",2024,"BAL","CIN",3,0,0,"Retrosheet",476
"LAN-20240503-0","2024-05-03",2024,"ATL","LAN",3,4,1,"Retrosheet",477
"PHI-20240503-0","2024-05-03",2024,"SFN","PHI",3,4,1,"Retrosheet",478
"PIT-20240503-0","2024-05-03",2024,"COL","PIT",3,2,0,"Retrosheet",479
"SLN-20240503-0","2024-05-03",2024,"CHA","SLN",0,3,1,"Retrosheet",480
"WAS-20240503-0","2024-05-03",2024,"TOR","WAS",3,9,1,"Retrosheet",481
"CLE-20240503-0","2024-05-03",2024,"ANA","CLE",6,0,0,"Retrosheet",482
"HOU-20240503-0","2024-05-03",2024,"SEA","HOU",3,5,1,"Retrosheet",483
"KCA-20240503-0","2024-05-03",2024,"TEX","KCA",1,7,1,"Retrosheet",484
"MIN-20240503-0","2024-05-03",2024,"BOS","MIN",2,5,1,"Retrosheet",485
"NYA-20240503-0","2024-05-03",2024,"DET","NYA",1,2,1,"Retrosheet",486
"OAK-20240503-0","2024-05-03",2024,"MIA","OAK",1,3,1,"Retrosheet",487
"TBA-20240503-0","2024-05-03",2024,"NYN","TBA",8,10,1,"Retrosheet",488
"ARI-20240504-0","2024-05-04",2024,"SDN","ARI",13,1,0,"Retrosheet",489
"CHN-20240504-0","2024-05-04",2024,"MIL","CHN",5,6,1,"Retrosheet",490
"CIN-20240504-0","2024-05-04",2024,"BAL","CIN",2,1,0,"Retrosheet",491
"LAN-20240504-0","2024-05-04",2024,"ATL","LAN",2,11,1,"Retrosheet",492
"PHI-20240504-0","2024-05-04",2024,"SFN","PHI",3,14,1,"Retrosheet",493
"PIT-20240504-0","2024-05-04",2024,"COL","PIT",0,1,1,"Retrosheet",494
"SLN-20240504-0","2024-05-04",2024,"CHA","SLN",6,5,0,"Retrosheet",495
"WAS-20240504-0","2024-05-04",2024,"TOR","WAS",6,3,0,"Retrosheet",496
"CLE-20240504-0","2024-05-04",2024,"ANA","CLE",1,7,1,"Retrosheet",497
"HOU-20240504-0","2024-05-04",2024,"SEA","HOU",5,0,0,"Retrosheet",498
"KCA-20240504-0","2024-05-04",2024,"TEX","KCA",15,4,0,"Retrosheet",499
"MIN-20240504-0","2024-05-04",2024,"BOS","MIN",1,3,1,"Retrosheet",500
"NYA-20240504-0","2024-05-04",2024,"DET","NYA",3,5,1,"Retrosheet",501
"OAK-20240504-0","2024-05-04",2024,"MIA","OAK",4,20,1,"Retrosheet",502
"TBA-20240504-0","2024-05-04",2024,"NYN","TBA",1,3,1,"Retrosheet",503
"ARI-20240505-0","2024-05-05",2024,"SDN","ARI",4,11,1,"Retrosheet",504
"CHN-20240505-0","2024-05-05",2024,"MIL","CHN",0,5,1,"Retrosheet",505
"CIN-20240505-0","2024-05-05",2024,"BAL","CIN",11,1,0,"Retrosheet",506
"LAN-20240505-0","2024-05-05",2024,"ATL","LAN",1,5,1,"Retrosheet",507
"PHI-20240505-0","2024-05-05",2024,"SFN","PHI",4,5,1,"Retrosheet",508
"PIT-20240505-0","2024-05-05",2024,"COL","PIT",3,5,1,"Retrosheet",509
"SLN-20240505-0","2024-05-05",2024,"CHA","SLN",5,1,0,"Retrosheet",510
"WAS-20240505-0","2024-05-05",2024,"TOR","WAS",8,11,1,"Retrosheet",511
"CLE-20240505-0","2024-05-05",2024,"ANA","CLE",1,4,1,"Retrosheet",512
"HOU-20240505-0","2024-05-05",2024,"SEA","HOU",5,4,0,"Retrosheet",513
"KCA-20240505-0","2024-05-05",2024,"TEX","KCA",3,2,0,"Retrosheet",514
"MIN-20240505-0","2024-05-05",2024,"BOS","MIN",9,2,0,"Retrosheet",515
"NYA-20240505-0","2024-05-05",2024,"DET","NYA",2,5,1,"Retrosheet",516
"OAK-20240505-0","2024-05-05",2024,"MIA","OAK",12,3,0,"Retrosheet",517
"TBA-20240505-0","2024-05-05",2024,"NYN","TBA",6,7,1,"Retrosheet",518
"CHN-20240506-0","2024-05-06",2024,"SDN","CHN",6,3,0,"Retrosheet",519
"LAN-20240506-0","2024-05-06",2024,"MIA","LAN",3,6,1,"Retrosheet",520
"PHI-20240506-0","2024-05-06",2024,"SFN","PHI",1,6,1,"Retrosheet",521
"PIT-20240506-0","2024-05-06",2024,"ANA","PIT",1,4,1,"Retrosheet",522
"SLN-20240506-0","2024-05-06",2024,"NYN","SLN",4,3,0,"Retrosheet",523
"CLE-20240506-0","2024-05-06",2024,"DET","CLE",1,2,1,"Retrosheet",524
"KCA-20240506-0","2024-05-06",2024,"MIL","KCA",2,3,1,"Retrosheet",525
"MIN-20240506-0","2024-05-06",2024,"SEA","MIN",1,3,1,"Retrosheet",526
"OAK-20240506-0","2024-05-06",2024,"TEX","OAK",4,2,0,"Retrosheet",527
"TBA-20240506-0","2024-05-06",2024,"CHA","TBA",2,8,1,"Retrosheet",528
"ATL-20240507-0","2024-05-07",2024,"BOS","ATL",2,4,1,"Retrosheet",529
"CHN-20240507-0","2024-05-07",2024,"SDN","CHN",2,3,1,"Retrosheet",530
"CIN-20240507-0","2024-05-07",2024,"ARI","CIN",6,2,0,"Retrosheet",531
"COL-20240507-0","2024-05-07",2024,"SFN","COL",5,0,0,"Retrosheet",532
"LAN-20240507-0","2024-05-07",2024,"MIA","LAN",2,8,1,"Retrosheet",533
"PHI-20240507-0","2024-05-07",2024,"TOR","PHI",1,10,1,"Retrosheet",534
"PIT-20240507-0","2024-05-07",2024,"ANA","PIT",9,0,0,"Retrosheet",535
"SLN-20240507-0","2024-05-07",2024,"NYN","SLN",7,5,0,"Retrosheet",536
"WAS-20240507-0","2024-05-07",2024,"BAL","WAS",0,3,1,"Retrosheet",537
"CLE-20240507-0","2024-05-07",2024,"DET","CLE",11,7,0,"Retrosheet",538
"KCA-20240507-0","2024-05-07",2024,"MIL","KCA",6,5,0,"Retrosheet",539
"MIN-20240507-0","2024-05-07",2024,"SEA","MIN",10,6,0,"Retrosheet",540
"NYA-20240507-0","2024-05-07",2024,"HOU","NYA",3,10,1,"Retrosheet",541
"OAK-20240507-0","2024-05-07",2024,"TEX","OAK",15,8,0,"Retrosheet",542
"TBA-20240507-0","2024-05-07",2024,"CHA","TBA",1,5,1,"Retrosheet",543
"ATL-20240508-0","2024-05-08",2024,"BOS","ATL",0,5,1,"Retrosheet",544
"CHN-20240508-0","2024-05-08",2024,"SDN","CHN",3,0,0,"Retrosheet",545
"CIN-20240508-0","2024-05-08",2024,"ARI","CIN",4,3,0,"Retrosheet",546
"COL-20240508-0","2024-05-08",2024,"SFN","COL",8,6,0,"Retrosheet",547
"LAN-20240508-0","2024-05-08",2024,"MIA","LAN",1,3,1,"Retrosheet",548
"PHI-20240508-0","2024-05-08",2024,"TOR","PHI",5,3,0,"Retrosheet",549
"PIT-20240508-0","2024-05-08",2024,"ANA","PIT",5,4,0,"Retrosheet",550
"WAS-20240508-0","2024-05-08",2024,"BAL","WAS",7,6,0,"Retrosheet",551
"CLE-20240508-0","2024-05-08",2024,"DET","CLE",4,5,1,"Retrosheet",552
"KCA-20240508-0","2024-05-08",2024,"MIL","KCA",4,6,1,"Retrosheet",553
"MIN-20240508-0","2024-05-08",2024,"SEA","MIN",3,6,1,"Retrosheet",554
"NYA-20240508-0","2024-05-08",2024,"HOU","NYA",4,9,1,"Retrosheet",555
"OAK-20240508-1","2024-05-08",2024,"TEX","OAK",4,9,1,"Retrosheet",556
"OAK-20240508-2","2024-05-08",2024,"TEX","OAK",12,11,0,"Retrosheet",557
"TBA-20240508-0","2024-05-08",2024,"CHA","TBA",4,1,0,"Retrosheet",558
"CIN-20240509-0","2024-05-09",2024,"ARI","CIN",5,4,0,"Retrosheet",559
"COL-20240509-0","2024-05-09",2024,"SFN","COL",1,9,1,"Retrosheet",560
"MIL-20240509-0","2024-05-09",2024,"SLN","MIL",1,7,1,"Retrosheet",561
"ANA-20240509-0","2024-05-09",2024,"KCA","ANA",10,4,0,"Retrosheet",562
"CHA-20240509-0","2024-05-09",2024,"CLE","CHA",2,3,1,"Retrosheet",563
"MIN-20240509-0","2024-05-09",2024,"SEA","MIN",1,11,1,"Retrosheet",564
"NYA-20240509-0","2024-05-09",2024,"HOU","NYA",4,3,0,"Retrosheet",565
"COL-20240510-0","2024-05-10",2024,"TEX","COL",2,4,1,"Retrosheet",566
"MIA-20240510-0","2024-05-10",2024,"PHI","MIA",8,2,0,"Retrosheet",567
"MIL-20240510-0","2024-05-10",2024,"SLN","MIL",2,11,1,"Retrosheet",568
"NYN-20240510-0","2024-05-10",2024,"ATL","NYN",4,2,0,"Retrosheet",569
"PIT-20240510-0","2024-05-10",2024,"CHN","PIT",7,2,0,"Retrosheet",570
"SDN-20240510-0","2024-05-10",2024,"LAN","SDN",1,2,1,"Retrosheet",571
"SFN-20240510-0","2024-05-10",2024,"CIN","SFN",4,2,0,"Retrosheet",572
"ANA-20240510-0","2024-05-10",2024,"KCA","ANA",2,1,0,"Retrosheet",573
"BAL-20240510-0","2024-05-10",2024,"ARI","BAL",2,4,1,"Retrosheet",574
"BOS-20240510-0","2024-05-10",2024,"WAS","BOS",5,1,0,"Retrosheet",575
"CHA-20240510-0","2024-05-10",2024,"CLE","CHA",3,6,1,"Retrosheet",576
"DET-20240510-0","2024-05-10",2024,"HOU","DET",5,2,0,"Retrosheet",577
"SEA-20240510-0","2024-05-10",2024,"OAK","SEA",1,8,1,"Retrosheet",578
"TBA-20240510-0","2024-05-10",2024,"NYA","TBA",2,0,0,"Retrosheet",579
"TOR-20240510-0","2024-05-10",2024,"MIN","TOR",3,2,0,"Retrosheet",580
"COL-20240511-0","2024-05-11",2024,"TEX","COL",3,8,1,"Retrosheet",581
"MIA-20240511-0","2024-05-11",2024,"PHI","MIA",8,3,0,"Retrosheet",582
"MIL-20240511-0","2024-05-11",2024,"SLN","MIL",3,5,1,"Retrosheet",583
"NYN-20240511-0","2024-05-11",2024,"ATL","NYN",4,1,0,"Retrosheet",584
"PIT-20240511-0","2024-05-11",2024,"CHN","PIT",9,10,1,"Retrosheet",585
"SDN-20240511-0","2024-05-11",2024,"LAN","SDN",5,0,0,"Retrosheet",586
"SFN-20240511-0","2024-05-11",2024,"CIN","SFN",1,5,1,"Retrosheet",587
"ANA-20240511-0","2024-05-11",2024,"KCA","ANA",3,9,1,"Retrosheet",588
"BAL-20240511-0","2024-05-11",2024,"ARI","BAL",4,5,1,"Retrosheet",589
"BOS-20240511-0","2024-05-11",2024,"WAS","BOS",2,4,1,"Retrosheet",590
"CHA-20240511-0","2024-05-11",2024,"CLE","CHA",1,3,1,"Retrosheet",591
"DET-20240511-0","2024-05-11",2024,"HOU","DET",2,8,1,"Retrosheet",592
"SEA-20240511-0","2024-05-11",2024,"OAK","SEA",8,1,0,"Retrosheet",593
"TBA-20240511-0","2024-05-11",2024,"NYA","TBA",2,7,1,"Retrosheet",594
"TOR-20240511-0","2024-05-11",2024,"MIN","TOR",8,10,1,"Retrosheet",595
"COL-20240512-0","2024-05-12",2024,"TEX","COL",1,3,1,"Retrosheet",596
"MIA-20240512-0","2024-05-12",2024,"PHI","MIA",6,7,1,"Retrosheet",597
"MIL-20240512-0","2024-05-12",2024,"SLN","MIL",4,3,0,"Retrosheet",598
"NYN-20240512-0","2024-05-12",2024,"ATL","NYN",3,4,1,"Retrosheet",599
"PIT-20240512-0","2024-05-12",2024,"CHN","PIT",5,4,0,"Retrosheet",600
"SDN-20240512-0","2024-05-12",2024,"LAN","SDN",0,4,1,"Retrosheet",601
